age,career_span_years,peak_value_eur,value_cagr,value_multiplier_x,post_peak_decline_pct,goals,assists,minutes_played,days_missed,games_missed,sentiment_score,current_value_eur,performance_efficiency,injury_risk_index,is_at_peak,league_name_Bundesliga,league_name_La Liga,league_name_Ligue 1,league_name_Premier League,league_name_Serie A,trajectory_declining,trajectory_falling_sharply,trajectory_growing,trajectory_rising_star,trajectory_stable,sentiment_label_Negative,sentiment_label_Neutral,sentiment_label_Positive
-0.688083862,-0.10479118,4.310100319,-0.058035718,-0.497373444,-0.182509936,-0.42720132,-0.489144948,-0.491997097,-0.163272103,-0.399146657,-0.73431556,4.438627361,-0.484223679,0.409960827,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,1,0
-0.201863813,0.555274878,4.94918174,-0.059130271,-0.617052494,0.52537142,2.474090828,3.251332745,0.586116528,0.113659101,0.211870921,-0.353181499,4.077053379,3.114224637,-0.666922467,-0.545827318,0,1,0,0,0,0,0,0,0,1,0,1,0
-0.526010512,-0.067934699,3.031937476,-0.058539462,-0.598640332,-0.748713095,-0.42720132,-0.489144948,-0.491997097,1.947559074,1.977032811,0.291814604,3.715479396,-0.484223679,2.940370666,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
0.122282887,1.295755075,2.712396766,-0.058474884,0.084911165,-0.356804698,0.378713166,0.9587819,0.541867316,0.421360439,0.585270552,-0.304318158,2.992331431,0.435202812,-0.666859066,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,1,0
-0.039790463,0.173307718,1.753774634,-0.058097028,-0.432930878,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-1.043297929,-0.976218813,0.018179894,2.269183466,-0.484223679,-0.64499138,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
-1.012230562,-0.684443098,1.434233924,-0.052845099,1.408285276,-0.748713095,-0.42720132,-0.489144948,-0.491997097,0.679829562,0.51737971,0.223405927,1.907609483,-0.484223679,1.420649305,1.832081259,0,1,0,0,0,0,0,0,1,0,0,0,1
0.446429586,1.101420906,1.434233924,-0.058339771,0.165464372,-0.182509936,2.266855675,3.090451984,0.398057375,0.089042994,0.245816342,-0.147955466,1.5460355,2.340486936,-0.666885145,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
-1.174303911,-1.438325652,1.114693213,-0.041791176,-0.294839667,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-1.018681822,-0.976218813,3.223615072,1.5460355,-0.484223679,-0.615482228,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
-0.039790463,0.270474802,1.753774634,-0.05902341,-0.617052494,0.52537142,-0.104835526,0.073937715,0.252864647,-0.089423782,0.076089237,0.614312656,1.365248509,0.02891354,-0.666882863,-0.545827318,0,1,0,0,0,0,0,0,0,1,0,0,1
0.122282887,0.786465528,2.073315345,-0.058445094,-0.156748455,1.104315423,0.19450414,3.452433696,1.469103418,0.882912445,0.449488868,0.027952562,1.184461518,1.410628263,-0.666940619,-0.545827318,0,1,0,0,0,1,0,0,0,0,0,0,1
-0.688083862,-1.089864383,0.795152503,-0.043473846,2.559045372,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.784828805,-0.636764603,-1.105676952,1.184461518,-0.484223679,-0.335145278,1.832081259,0,1,0,0,0,0,0,0,1,0,0,1,0
-1.012230562,-1.334457389,0.795152503,-0.046431156,-0.260316864,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.932525447,-0.738600866,-0.577952868,1.184461518,-0.484223679,-0.512200194,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,1,0
-1.822597311,0.474860739,0.635382147,-0.058549456,-0.513484085,-0.748713095,0.056347372,0.395699237,2.074303585,-0.372509013,-0.263364973,-0.079546788,1.003674526,0.243570431,-0.66707378,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
-1.660523961,0.518418398,2.073315345,-0.057543314,1.868589315,1.567572553,1.57607183,1.883846276,0.527732151,0.187507422,0.245816342,0.555676646,0.822887535,1.947280239,-0.666897636,-0.545827318,0,1,0,0,0,1,0,0,0,0,0,0,1
-1.498450611,-1.089864383,0.475611792,-0.047726745,0.717829218,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.009421434,0.347652605,0.291814604,0.822887535,-0.484223679,0.594393031,1.832081259,0,1,0,0,0,0,0,0,1,0,0,0,1
-1.336377261,-1.009450244,0.475611792,-0.056661906,-0.594037292,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.932525447,-0.806491708,0.223405927,0.822887535,-0.484223679,-0.512200194,1.832081259,0,1,0,0,0,0,0,0,1,0,0,0,1
-1.174303911,1.433129229,0.475611792,-0.058665734,-0.202778859,-0.748713095,1.391862805,2.326268369,0.99818732,1.21522989,1.841251127,0.272269268,0.822887535,1.372297715,-0.666841843,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
-1.012230562,-0.429798325,0.475611792,-0.056029583,0.02737316,-0.748713095,-0.42720132,-0.489144948,-0.491997097,1.855248673,1.433906076,-2.05362577,0.822887535,-0.484223679,2.829711344,-0.545827318,0,1,0,0,0,0,0,1,0,0,1,0,0
-0.850157212,-0.453252449,0.795152503,-0.057527938,-0.501976484,-0.020446386,-0.42720132,-0.489144948,-0.491997097,-0.218658344,-0.127583289,-0.421590176,0.822887535,-0.484223679,0.343565233,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,1,0
-0.688083862,-0.134946482,0.315841437,-0.056956541,-0.030164845,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-1.061760009,-1.010164234,-1.271812312,0.642100544,-0.484223679,-0.667123245,-0.545827318,0,1,0,0,0,0,0,1,0,0,1,0,0
-0.526010512,0.022531207,1.753774634,-0.058983241,-0.605544893,1.799455934,-0.42720132,-0.489144948,-0.491997097,0.809064124,1.094451866,0.09636124,0.461313552,-0.484223679,1.575572356,-0.545827318,0,1,0,0,0,1,0,0,0,0,0,0,1
-0.363937163,0.498314863,0.156071082,-0.058668617,-0.548006888,-0.748713095,1.230679908,1.159882852,0.368096971,0.445976546,0.822888498,-0.558407531,0.461313552,1.411720451,-0.666800431,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,1,0
-0.201863813,-1.579050395,0.156071082,-0.053707864,-0.634313895,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-1.061760009,-1.010164234,-0.431362845,0.461313552,-0.484223679,-0.667123245,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,1,0
-0.039790463,1.382870392,1.434233924,-0.058159876,3.47965345,1.799455934,0.470817678,1.481644374,0.902314026,1.842940619,1.637578601,-1.17408563,0.280526561,0.627630772,-0.666739587,-0.545827318,0,1,0,0,0,1,0,0,0,0,0,1,0
0.122282887,-0.580574835,-0.163469629,-0.056963076,-0.478961282,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.157118076,0.076089237,-0.685452218,0.09973957,-0.484223679,0.417338115,1.832081259,0,1,0,0,0,0,0,0,1,0,0,1,0
0.284356236,1.091369138,1.274463568,-0.059304592,-0.597880831,1.949288273,2.95763952,2.929571223,0.809513594,1.332156398,0.89077934,1.366808109,0.09973957,2.706722427,-0.66678451,-0.545827318,0,1,0,0,0,1,0,0,0,0,0,0,1
0.446429586,-0.771558416,1.434233924,-0.059661691,-0.654797425,2.08281233,-0.42720132,-0.489144948,-0.491997097,1.4244668,0.822888498,1.044310057,0.09973957,-0.484223679,2.313301173,-0.545827318,0,1,0,0,0,1,0,0,0,0,0,0,1
0.608502936,0.290578337,0.475611792,-0.058635175,-0.524991686,0.94989638,-0.42720132,-0.489144948,-0.491997097,1.44292888,1.56968776,0.927038039,0.09973957,-0.484223679,2.335433037,-0.545827318,0,1,0,0,0,1,0,0,0,0,0,0,1
0.770576286,1.077966782,0.475611792,-0.058831791,-0.386900474,1.374930974,1.57607183,1.240323232,0.048058396,0.292125877,0.076089237,-0.460680849,-0.081047422,1.311119474,-0.66666164,-0.545827318,0,1,0,0,0,1,0,0,0,0,0,1,0
0.932649635,0.421251313,-0.003699274,-0.059108553,-0.621655534,0.383693222,0.95436637,1.521864564,0.474110709,0.002886619,0.211870921,0.819538688,-0.081047422,1.415668278,-0.666920308,-0.545827318,0,1,0,0,0,0,0,0,0,1,0,0,1
1.094722985,0.555274878,0.795152503,-0.05889118,-0.501976484,2.163334472,0.056347372,-0.006502665,1.200688924,2.556807723,2.99539544,0.682721333,-0.261834413,0.058008259,-0.66672954,-0.545827318,0,1,0,0,0,1,0,0,0,0,0,0,1
1.256796335,0.97074793,-0.163469629,-0.058007465,1.178133257,0.52537142,-0.17391391,-0.167383426,1.891468297,-0.341738879,-0.127583289,0.018179894,-0.261834413,-0.212951387,-0.667067609,-0.545827318,0,1,0,0,0,0,0,0,0,1,0,0,1
1.418869685,0.833373775,-0.323239984,-0.057884653,0.947981237,-0.020446386,0.724105088,0.717460759,1.462804051,0.433668492,0.245816342,-1.662719041,-0.261834413,0.709721483,-0.666982355,-0.545827318,0,1,0,0,0,0,0,1,0,0,1,0,0
1.580943035,-0.084687645,-0.48301034,-0.059384353,-0.653209376,-0.748713095,-0.42720132,-0.489144948,-0.491997097,0.236739636,0.347652605,-0.12841013,-0.261834413,-0.484223679,0.889484557,1.832081259,0,1,0,0,0,0,0,0,1,0,0,0,1
1.743016384,-0.134946482,-0.48301034,-0.056289047,0.717829218,-0.748713095,-0.42720132,-0.489144948,-0.491997097,0.064426887,-0.942273392,0.057270567,-0.261834413,-0.484223679,0.682920489,1.832081259,0,1,0,0,0,0,0,0,1,0,0,0,1
1.905089734,-1.759982208,-0.48301034,-0.057038993,-0.656178337,-0.748713095,-0.381149064,-0.489144948,-0.240483344,-0.914063367,-0.908327971,-0.685452218,-0.261834413,-0.278017501,-0.667015153,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,1,0
2.067163084,-1.391417404,-0.163469629,-0.039128118,0.25752518,0.52537142,-0.42720132,-0.489144948,-0.491997097,-1.061760009,-1.010164234,0.164769917,-0.261834413,-0.484223679,-0.667123245,-0.545827318,0,1,0,0,0,0,0,0,0,1,0,0,1
2.229236434,0.451406615,-0.163469629,-0.057455288,1.178133257,0.52537142,-0.42720132,-0.489144948,-0.491997097,-0.163272103,-0.16152871,-1.467265676,-0.261834413,-0.484223679,0.409960827,-0.545827318,0,1,0,0,0,0,0,0,0,1,1,0,0
2.391309783,-1.411520939,-0.48301034,-0.017114833,2.098741334,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-1.061760009,-1.010164234,1.317944768,-0.261834413,-0.484223679,-0.667123245,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
2.553383133,0.491613685,0.475611792,-0.058379171,-0.202778859,1.799455934,0.585948319,0.999002091,0.612850428,-0.594053976,-0.500982919,-1.858172405,-0.261834413,0.878200824,-0.667045287,-0.545827318,0,1,0,0,0,1,0,0,0,0,1,0,0
2.715456483,0.116347703,0.954922858,-0.059313433,-0.628560095,2.30908974,-0.42720132,-0.489144948,-0.491997097,0.187507422,-0.127583289,-2.864757233,-0.261834413,-0.484223679,0.830466252,-0.545827318,0,1,0,0,0,0,1,0,0,0,1,0,0
2.877529833,-0.429798325,-0.48301034,-0.055201029,0.717829218,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.821752966,-0.772546287,1.200672749,-0.261834413,-0.484223679,-0.379409007,1.832081259,0,1,0,0,0,0,0,0,1,0,0,0,1
3.039603182,-0.386240666,-0.48301034,-0.056940205,-0.317854869,-0.408787346,-0.42720132,-0.489144948,-0.491997097,-0.883293233,-0.942273392,-0.294545489,-0.33414921,-0.484223679,-0.453181888,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,1,0
-0.039790463,0.7027008,0.795152503,-0.058149498,0.947981237,2.527722643,-0.42720132,-0.489144948,-0.491997097,1.541393308,2.044923653,0.418859291,-0.442621404,-0.484223679,2.453469648,-0.545827318,0,1,0,0,0,0,1,0,0,0,0,0,1
-0.688083862,-1.089864383,-0.48301034,-0.052359998,-0.202778859,0.10084646,-0.42720132,-0.489144948,-0.491997097,-0.717134511,-0.53492834,-1.398856999,-0.442621404,-0.484223679,-0.253995108,-0.545827318,0,1,0,0,0,0,0,1,0,0,1,0,0
0.284356236,1.335962144,-0.48301034,-0.058553492,0.02737316,0.10084646,-0.42720132,-0.368484378,3.395326949,0.335204064,0.211870921,3.272478413,-0.442621404,-0.445816556,-0.667057059,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
0.284356236,1.118173851,0.795152503,-0.059382623,-0.598640332,2.527722643,2.289881803,2.044727037,0.427249564,1.492161094,1.535742339,0.09636124,-0.442621404,1.985147371,-0.666611618,-0.545827318,0,1,0,0,0,0,1,0,0,0,0,0,1
-0.688083862,-1.089864383,-0.642780695,-0.045297972,1.638437295,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-1.061760009,-1.010164234,-0.294545489,-0.442621404,-0.484223679,-0.667123245,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,1,0
-0.688083862,-1.210485591,-0.642780695,-0.055867178,-0.605544893,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.587899949,-0.602819182,-0.187046139,-0.442621404,-0.484223679,-0.099072056,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
0.122282887,0.575378413,-0.163469629,-0.058641902,-0.432930878,1.289822128,-0.42720132,-0.489144948,-0.491997097,1.338310425,1.366015234,1.464534791,-0.478778803,-0.484223679,2.210019138,-0.545827318,0,1,0,0,0,1,0,0,0,0,0,0,1
0.770576286,1.778239909,1.114693213,-0.058947685,0.25752518,2.946131997,0.424765422,1.360983803,0.604092771,1.436774853,1.366015234,0.878174698,-0.551093599,0.460207564,-0.666703458,-0.545827318,0,1,0,0,0,0,1,0,0,0,0,0,1
-0.363937163,-0.21871121,-0.642780695,-0.058375327,-0.58637323,-0.137152528,-0.42720132,-0.489144948,-0.491997097,-0.341738879,-0.127583289,-0.685452218,-0.551093599,-0.484223679,0.19601947,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,1,0
-0.688083862,-1.089864383,-0.80255105,-0.046406555,1.178133257,-0.748713095,0.378713166,-0.086943046,-0.401808598,-1.061760009,-1.010164234,-0.392272172,-0.623408396,1.35200807,-0.667123245,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,1,0
0.608502936,1.939068187,-0.642780695,-0.058678419,0.487677199,0.270554517,3.164874673,1.521864564,0.352271732,-0.323276799,0.008198395,-0.929768924,-0.623408396,1.768683168,-0.666962169,-0.545827318,0,1,0,0,0,0,0,0,0,1,0,1,0
-0.363937163,0.173307718,-0.578872553,-0.059469303,-0.650654689,0.572767364,-0.42720132,-0.489144948,-0.491997097,-0.944833501,-0.908327971,-0.099092125,-0.623408396,-0.484223679,-0.52695477,-0.545827318,0,1,0,0,0,0,0,0,0,1,0,0,1
-0.526010512,-0.7145984,-0.80255105,-0.054155102,0.25752518,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.815598939,-1.010164234,0.487267969,-0.623408396,-0.484223679,-0.372031718,1.832081259,0,1,0,0,0,0,0,0,1,0,0,0,1
-0.363937163,0.116347703,-0.80255105,-0.058829677,-0.617052494,-0.748713095,-0.42720132,-0.489144948,-0.491997097,2.101409743,2.112814495,1.894532193,-0.623408396,-0.484223679,3.12480287,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
-0.363937163,-0.473355983,-0.80255105,-0.057030537,-0.432930878,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-1.061760009,-1.010164234,-1.076358947,-0.623408396,-0.484223679,-0.667123245,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,1,0
0.122282887,0.374343065,-0.642780695,-0.058283458,-0.375392873,0.270554517,-0.42720132,-0.489144948,-0.491997097,-1.061760009,-1.010164234,-0.685452218,-0.623408396,-0.484223679,-0.667123245,-0.545827318,0,1,0,0,0,0,0,0,0,1,0,1,0
-0.363937163,-0.771558416,-0.80255105,-0.053711323,0.25752518,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.926371421,-0.87438255,0.487267969,-0.623408396,-0.484223679,-0.504822905,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
-0.363937163,-0.212010032,-0.80255105,-0.056446263,0.25752518,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.021729488,-0.500982919,-0.226136812,-0.623408396,-0.484223679,0.579638454,1.832081259,0,1,0,0,0,0,0,0,1,0,0,1,0
-0.201863813,-0.543718355,-0.80255105,-0.058243289,-0.617052494,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.403279147,-0.399146657,-0.812496905,-0.623408396,-0.484223679,0.122246588,1.832081259,0,1,0,0,0,0,0,0,1,0,0,1,0
1.094722985,3.376470922,0.954922858,-0.059070113,2.789197392,3.124503829,-0.42720132,-0.408704568,8.433745092,1.775246325,1.977032811,0.682721333,-0.695723192,-0.467989899,-0.667064704,-0.545827318,0,1,0,0,0,0,1,0,0,0,0,0,1
-0.201863813,-0.453252449,-0.738642908,-0.057173914,-0.409915676,0.177801164,-0.42720132,-0.489144948,-0.491997097,-0.667902297,-0.602819182,1.317944768,-0.695723192,-0.484223679,-0.194976803,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
-0.201863813,-0.429798325,-0.80255105,-0.055822397,0.25752518,-0.239079289,-0.42720132,-0.489144948,-0.491997097,-0.809444912,-0.840437129,-0.880905583,-0.695723192,-0.484223679,-0.36465443,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,1,0
0.122282887,0.220215966,-0.866459192,-0.058046865,-0.386900474,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.8525231,-0.87438255,3.321341754,-0.695723192,-0.484223679,-0.416295447,1.832081259,0,1,0,0,0,0,0,0,1,0,0,0,1
-0.039790463,0.270474802,-0.80255105,-0.057888881,-0.202778859,-0.239079289,-0.242992295,0.234818476,-0.010018695,-0.20635029,-0.263364973,-0.196818807,-0.695723192,-0.007739119,-0.666796463,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,1,0
-0.363937163,-0.379539488,-0.866459192,-0.057668625,-0.524991686,-0.748713095,-0.42720132,-0.489144948,-0.491997097,0.329050037,0.143980079,-0.255454817,-0.695723192,-0.484223679,1.00014388,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,1,0
-0.039790463,0.943943217,-0.866459192,-0.058825257,-0.524991686,-0.748713095,-0.42720132,-0.489144948,-0.491997097,1.350618479,0.042143816,-0.84181491,-0.695723192,-0.484223679,2.224773715,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,1,0
1.094722985,3.312809728,1.753774634,-0.059246549,0.871271569,3.481247493,-0.42720132,-0.408704568,7.955915055,0.089042994,0.008198395,-1.076358947,-0.73188059,-0.467802396,-0.667098155,-0.545827318,0,1,0,0,0,0,1,0,0,0,0,1,0
-0.850157212,-1.411520939,-0.866459192,-0.036717412,0.165464372,-0.182509936,-0.081809397,-0.247823807,-0.346189796,-1.061760009,-1.010164234,-1.936353751,-0.768037989,0.722740566,-0.667123245,-0.545827318,0,1,0,0,0,0,0,1,0,0,1,0,0
-0.201863813,-0.429798325,-0.962321405,-0.057721671,-0.548006888,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.704826458,-0.772546287,-0.685452218,-0.804195387,-0.484223679,-0.239240532,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,1,0
0.446429586,1.134926797,0.156071082,-0.059751254,-0.647731758,2.818723546,0.678052832,1.320763613,0.666625512,1.842940619,1.841251127,-0.939541592,-0.804195387,0.778193338,-0.666661553,-0.545827318,0,1,0,0,0,0,1,0,0,0,0,1,0
-0.688083862,-0.48675834,-0.962321405,-0.057263669,-0.490468883,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.710980484,-0.53492834,-0.880905583,-0.804195387,-0.484223679,-0.24661782,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,1,0
-0.363937163,-1.089864383,-0.962321405,-0.052665012,-0.317854869,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-1.061760009,-1.010164234,2.011804212,-0.804195387,-0.484223679,-0.667123245,1.832081259,0,1,0,0,0,0,0,0,1,0,0,0,1
-0.688083862,-1.25404325,-0.962321405,-0.049697324,-0.317854869,-0.748713095,-0.219966166,-0.288043997,-0.173955882,-1.061760009,-1.010164234,1.210445417,-0.804195387,0.186312013,-0.667123245,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
-0.363937163,-0.711247811,-0.962321405,-0.054658846,0.02737316,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-1.061760009,-1.010164234,0.604539987,-0.804195387,-0.484223679,-0.667123245,1.832081259,0,1,0,0,0,0,0,0,1,0,0,0,1
-0.526010512,-0.037779397,-0.962321405,-0.057093769,0.02737316,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-1.061760009,-1.010164234,0.878174698,-0.804195387,-0.484223679,-0.667123245,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
-0.201863813,0.411199546,-0.80255105,-0.059315739,-0.640067696,0.52537142,-0.058783269,0.91856171,0.423254844,-0.784828805,-0.840437129,0.252723931,-0.804195387,0.400027588,-0.667067525,-0.545827318,0,1,0,0,0,0,0,0,0,1,0,0,1
-0.363937163,-0.654287796,-0.962321405,-0.055982303,-0.317854869,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.87098518,-0.942273392,1.269081427,-0.804195387,-0.484223679,-0.438427312,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
-0.526010512,-1.089864383,-0.962321405,-0.047726745,0.717829218,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.901755314,-0.908327971,-0.362954167,-0.804195387,-0.484223679,-0.475313753,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,1,0
-0.201863813,-0.429798325,-0.962321405,-0.056029583,0.02737316,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.274044585,-0.53492834,-0.489998854,-0.804195387,-0.484223679,0.27716964,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,1,0
0.284356236,0.917138504,-0.48301034,-0.059131424,-0.564439742,1.799455934,-0.42720132,-0.489144948,-0.491997097,-1.061760009,-1.010164234,-0.910223588,-0.804195387,-0.484223679,-0.667123245,-0.545827318,0,1,0,0,0,1,0,0,0,0,0,1,0
-0.526010512,-1.089864383,-0.962321405,-0.047726745,0.717829218,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-1.061760009,-1.010164234,-0.362954167,-0.804195387,-0.484223679,-0.667123245,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,1,0
0.122282887,0.830023186,-0.642780695,-0.058836212,-0.47129722,1.289822128,-0.42720132,-0.489144948,1.638110827,-0.550975789,-0.704655445,0.457949964,-0.804195387,-0.484223679,-0.667079082,-0.545827318,0,1,0,0,0,1,0,0,0,0,0,0,1
-0.688083862,-0.771558416,-0.930367334,-0.052882769,0.809890026,-0.430191966,-0.42720132,-0.489144948,-0.491997097,-1.061760009,-1.010164234,-2.297942476,-0.804195387,-0.484223679,-0.667123245,-0.545827318,0,1,0,0,0,0,0,1,0,0,1,0,0
-1.012230562,-1.341158567,-0.866459192,-0.058525047,-0.652726057,0.10084646,-0.42720132,-0.489144948,-0.491997097,-0.563283842,-0.772546287,0.878174698,-0.804195387,-0.484223679,-0.069562904,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
-1.012230562,-1.501986845,-0.962321405,-0.04479173,-0.490468883,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-1.061760009,-1.010164234,-0.685452218,-0.804195387,-0.484223679,-0.667123245,1.832081259,0,1,0,0,0,0,0,0,1,0,0,1,0
-0.526010512,-0.44990186,-0.80255105,-0.058078578,-0.57102209,0.52537142,-0.42720132,-0.489144948,-0.491997097,-1.061760009,-1.010164234,-0.421590176,-0.804195387,-0.484223679,-0.667123245,-0.545827318,0,1,0,0,0,0,0,0,0,1,0,1,0
-0.039790463,0.196761842,-0.866459192,-0.058120861,-0.386900474,0.10084646,-0.17391391,0.476139617,1.478475647,-0.237120424,-0.908327971,0.164769917,-0.804195387,0.176933891,-0.667046171,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
0.122282887,0.964046751,0.156071082,-0.059101057,-0.47129722,2.818723546,-0.42720132,-0.489144948,-0.491997097,-0.107885862,-0.331255815,1.552488805,-0.804195387,-0.484223679,0.47635642,-0.545827318,0,1,0,0,0,0,1,0,0,0,0,0,1
-0.850157212,-1.391417404,-0.962321405,-0.049362519,-0.490468883,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-1.061760009,-1.010164234,1.220218085,-0.804195387,-0.484223679,-0.667123245,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
-0.688083862,-0.134946482,-0.962321405,-0.057418963,-0.317854869,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.8525231,-0.840437129,0.770675347,-0.804195387,-0.484223679,-0.416295447,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
0.284356236,0.608884304,-0.642780695,-0.059618831,-0.651575297,1.289822128,-0.42720132,-0.489144948,-0.491997097,3.867615422,2.859613756,0.995446716,-0.804195387,-0.484223679,5.242084573,-0.545827318,0,1,0,0,0,1,0,0,0,0,0,0,1
-0.688083862,-0.134946482,-0.962321405,-0.057418963,-0.317854869,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.8525231,-0.87438255,-0.060001452,-0.804195387,-0.484223679,-0.416295447,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
0.770576286,2.109948232,0.795152503,-0.058981896,0.947981237,3.328357352,-0.127861654,-0.006502665,1.284731699,1.799862432,1.162342708,-1.00795027,-0.840352785,-0.221655548,-0.666826622,-0.545827318,0,1,0,0,0,0,1,0,0,0,0,1,0
0.608502936,1.902211706,-0.642780695,-0.059086258,-0.375392873,1.493675651,-0.42720132,-0.489144948,4.679783256,-0.821752966,-0.772546287,0.64363066,-0.840352785,-0.484223679,-0.667114698,-0.545827318,0,1,0,0,0,1,0,0,0,0,0,0,1
-0.850157212,-0.473355983,-0.962321405,-0.05685487,-0.317854869,0.270554517,-0.42720132,-0.489144948,-0.491997097,0.833680231,0.347652605,-0.685452218,-0.912667582,-0.484223679,1.605081509,-0.545827318,0,1,0,0,0,0,0,0,0,1,0,1,0
-0.688083862,-0.33263124,3.031937476,-0.057131823,-0.340870071,-0.384834557,-0.42720132,-0.489144948,-0.491997097,0.593673188,0.1779255,-0.421590176,3.353905413,-0.484223679,1.317367271,-0.545827318,1,0,0,0,0,0,0,1,0,0,0,1,0
-0.363937163,-0.098090001,2.712396766,-0.056325948,0.832905228,-0.748713095,-0.42720132,-0.489144948,-0.491997097,0.24904769,0.076089237,-0.196818807,3.353905413,-0.484223679,0.904239134,-0.545827318,1,0,0,0,0,0,0,1,0,0,0,1,0
0.446429586,0.809919652,1.274463568,-0.057662283,1.945298983,0.150790573,-0.42720132,-0.489144948,-0.491997097,0.359820171,0.449488868,-0.685452218,1.184461518,-0.484223679,1.03703032,-0.545827318,1,0,0,0,0,0,0,1,0,0,0,1,0
0.122282887,1.329260966,0.795152503,-0.058862735,-0.461699881,-0.748713095,-0.196940038,0.114157905,0.795532072,0.261355743,0.347652605,-0.099092125,1.184461518,-0.163556427,-0.666933993,1.832081259,1,0,0,0,0,0,0,0,1,0,0,0,1
-0.850157212,-1.36796328,0.635382147,-0.040081791,0.084911165,-0.748713095,-0.42720132,-0.489144948,-0.491997097,0.329050037,0.51737971,-0.529089527,1.003674526,-0.484223679,1.00014388,1.832081259,1,0,0,0,0,0,0,0,1,0,0,1,0
