player_name,total_goals,total_assists,current_market_value,transfer_fee,total_goal_contributions,goals_per_season,assists_per_season,total_injuries,total_days_missed,injury_risk_category,contract_days_remaining,contract_status,value_change,value_change_pct,avg_sentiment_3m,sentiment_trend,sentiment_volatility,engagement_rate,popularity_score,num_seasons,num_competitions,num_clubs,transfer_year,career_stage,competition_score,clubs_per_season
Bernard Hofstede (19378),71,25,0,0,96,4.4375,1.5625,1,19,Low_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,14.19515979,10.24166404579608,15,8,6,2016.0,Veteran,8,0.375
Ivanildo (30306),19,14,0,0,33,1.4615384615384617,1.0769230769230769,2,97,Low_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,14.8373963,10.660188111195223,12,9,6,2016.0,Late_Prime,13,0.4615384615384615
Josue Boris Ilouga (241840),2,0,0,0,2,0.5,0.0,1,37,Low_Risk,712.0,Unknown,0,0.0,0.697094996,0.292051815,0.129533352,12.10881215,9.21911796139567,3,4,3,2016.0,Early,4,0.75
Marco Speranza (199262),0,2,0,0,2,0.0,0.3333333333333333,0,0,No_Risk,712.0,Unknown,75000,7500000.0,0.854394518,-0.194446728,0.065526735,13.96637591,10.17606613228092,5,8,3,2016.0,Prime,8,0.5
Anthony Lurling (4158),131,83,0,0,214,6.238095238095238,3.952380952380953,9,455,High_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,14.88057392,10.633235357125148,20,17,7,2016.0,Veteran,32,0.3333333333333333
Daniel Petritsch (142267),25,0,0,0,25,1.3888888888888888,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.63946313,10.966595216468193,17,6,7,2016.0,Veteran,6,0.3888888888888889
Hakan Söyler (34171),6,3,0,0,9,0.4,0.2,1,31,Low_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,14.12655728,10.217783026921838,14,6,8,2016.0,Veteran,6,0.5333333333333333
Julien Heurton (351859),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.800986864,-0.107099006,0.086390145,13.47691604,9.891519623659402,4,3,2,2016.0,Prime,3,0.4
Vincent Beduer (124808),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,-0.015088878,-0.195735011,0.10302907,14.44746131,10.08864524685128,2,3,2,2016.0,Early,4,0.6666666666666666
Moreira (85589),51,4,0,0,55,5.666666666666667,0.4444444444444444,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,16.77855411,11.575438977235445,8,3,7,2016.0,Late_Prime,3,0.7777777777777778
Giovanni Pasquale (5793),5,21,0,0,26,0.3125,1.3125,5,217,Medium_Risk,712.0,Unknown,300000,30000000.0,1.0,0.0,0.0,15.27353332,10.805105773850986,15,8,7,2016.0,Veteran,26,0.4375
Brian Allison (42966),2,2,0,0,4,0.25,0.25,2,360,Low_Risk,712.0,Unknown,0,0.0,0.8366548,-0.201885487,0.094156213,19.86425411,13.06699075379009,7,10,2,2016.0,Prime,15,0.25
Alban Joinel (75283),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.916798818,0.0,0.11290042,14.90347545,10.644545672657935,6,4,2,2016.0,Prime,8,0.2857142857142857
Milan Zagorac (1514),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.575913612,-0.249815681,0.146175894,17.49614943,11.86487141413393,7,5,6,2016.0,Prime,12,0.75
Blaise Mamoum (1551),35,0,0,0,35,3.888888888888889,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.78111354,11.098650505937528,8,7,6,2016.0,Late_Prime,11,0.6666666666666666
Gary McDonald (12743),51,28,0,0,79,3.1875,1.75,3,97,Medium_Risk,712.0,Unknown,350000,35000000.0,1.0,0.0,0.0,13.0050399,9.697849971101276,15,13,8,2016.0,Veteran,16,0.5
Radoslav Kovac (9702),30,26,0,0,56,1.5,1.3,1,32,Low_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,13.25550414,9.822242812683486,19,26,9,2016.0,Veteran,44,0.45
Luca Impallomeni (391422),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.572874626,0.003506934,0.0849145,13.6439993,9.90392014068427,1,3,1,2016.0,Early,3,0.5
Harry Worley (40053),9,2,0,0,11,0.75,0.1666666666666666,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.39874012,10.916442637071144,11,9,11,2016.0,Late_Prime,11,0.9166666666666666
Krzysztof Piosik (91436),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.731913079,-0.019899755,0.107840094,15.1753301,10.694552258803446,0,0,0,2016.0,Early,0,0.0
Oliver Schnellrieder (18749),23,7,0,0,30,0.8846153846153846,0.2692307692307692,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,16.41261538,11.3545553189779,25,11,6,2017.0,Veteran,15,0.2307692307692307
Robbie Threlfall (45606),7,10,0,0,17,0.7777777777777778,1.1111111111111112,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,16.78472222,11.591658577267603,8,7,7,2017.0,Late_Prime,7,0.7777777777777778
Claus Gold (75596),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.654120086,-0.100887425,0.176118346,11.84173669,9.00462659044417,3,3,2,2017.0,Early,3,0.5
Yeong-hak Ahn (68382),19,5,0,0,24,1.1176470588235294,0.2941176470588235,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.49246373,10.938477620019633,16,15,7,2017.0,Veteran,19,0.4117647058823529
Tamás Kiss (93498),34,46,0,0,80,2.4285714285714284,3.2857142857142856,0,0,No_Risk,712.0,Unknown,50000,5000000.0,1.0,0.0,0.0,16.26796304,11.336802317909084,13,4,4,2017.0,Veteran,7,0.2857142857142857
Fabián Carini (13444),0,0,0,0,0,0.0,0.0,2,17,Low_Risk,712.0,Unknown,0,0.0,0.507907438,-0.107223919,0.116866385,14.87104317,10.505822927519954,17,18,9,2017.0,Veteran,38,0.5
Bruno Guima (45045),33,6,0,0,39,3.0,0.5454545454545454,2,258,Low_Risk,712.0,Unknown,100000,10000000.0,1.0,0.0,0.0,13.48244382,9.934942074569474,10,12,5,2017.0,Late_Prime,19,0.4545454545454545
Tomas Zazrivec (186389),1,0,0,0,1,0.125,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.427500418,-0.167308746,0.196256268,15.49552529,10.778879453959274,7,7,3,2017.0,Prime,7,0.375
Hayato Sasaki (79432),30,30,0,0,60,1.5789473684210529,1.5789473684210529,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.46987315,10.959117489450591,18,11,5,2017.0,Veteran,15,0.2631578947368421
Luk Loeters (316405),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.391125829,0.037767941,0.179855696,15.77502365,10.93250645091602,3,4,1,2017.0,Early,4,0.25
Lorik Cana (12149),15,14,0,0,29,1.0,0.9333333333333332,14,240,High_Risk,712.0,Unknown,1000000,100000000.0,1.0,0.0,0.0,18.82148458,12.640433624957444,14,18,6,2017.0,Veteran,44,0.4
Ismael Espejo (405788),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,25000,2500000.0,0.53683198,-0.020785863,0.155391605,14.66126735,10.406112710708392,1,3,2,2017.0,Early,3,1.0
Domenico Giampà (19124),33,21,0,0,54,1.5714285714285714,1.0,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.56966877,10.991427232868244,20,12,12,2017.0,Veteran,17,0.5714285714285714
Rubén Anuarbe (71749),9,5,0,0,14,0.6,0.3333333333333333,0,0,No_Risk,712.0,Unknown,50000,5000000.0,0.993513963,0.019458112,0.041344342,14.26662932,10.32850489913223,14,6,5,2017.0,Veteran,6,0.3333333333333333
James Chambers (3676),3,13,0,0,16,0.1666666666666666,0.7222222222222222,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.55867971,10.989744319503044,17,10,8,2017.0,Veteran,18,0.4444444444444444
Abdoulay Konko (22139),18,15,0,0,33,1.0,0.8333333333333334,15,336,High_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,14.01501383,10.233334192452697,17,13,8,2017.0,Veteran,36,0.4444444444444444
Shomari Kapombe (210951),3,4,0,0,7,0.4285714285714285,0.5714285714285714,1,568,Low_Risk,2921.0,Long_Term,0,0.0,1.0,0.0,0.0,14.13953148,10.242730097904008,6,3,1,2017.0,Prime,7,0.1428571428571428
Christopher Ostan (137900),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.573698901,0.024800068,0.11879182,16.41306584,11.300664981541296,0,0,0,2017.0,Early,0,0.0
Simone Motta (22119),154,7,0,0,161,9.058823529411764,0.4117647058823529,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,13.44165171,9.92295775781528,16,16,11,2017.0,Veteran,19,0.6470588235294118
Gary Glen (14186),17,20,0,0,37,1.4166666666666667,1.6666666666666667,2,221,Low_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,17.44821958,11.890453483273518,11,12,4,2017.0,Late_Prime,17,0.3333333333333333
Endika Bordas (15801),3,0,0,0,3,0.1764705882352941,0.0,1,53,Low_Risk,712.0,Unknown,0,0.0,0.938014519,0.102555255,0.109740166,13.97071651,10.1274253355354,16,7,9,2017.0,Veteran,11,0.5294117647058824
Batuhan Türkmen (211157),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.521519166,-0.078509647,0.141139748,16.19363733,11.08488835554493,2,1,1,2017.0,Early,1,0.3333333333333333
Queco Piña (57896),0,0,0,0,0,0.0,0.0,1,62,Low_Risk,712.0,Unknown,100000,10000000.0,0.343925759,0.195876948,0.095319044,12.65363128,9.288832118138563,12,7,7,2017.0,Late_Prime,11,0.5384615384615384
Patrick Amadio (533699),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.45737532,-0.273722993,0.156706737,14.70838074,10.398145592688117,6,6,6,2017.0,Prime,6,0.8571428571428571
Dennis Hillebrand (1123),40,7,0,0,47,2.2222222222222223,0.3888888888888889,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,13.64301774,10.07377769173217,17,12,12,2017.0,Veteran,16,0.6666666666666666
Stathis Stefanidis (24399),22,3,0,0,25,1.6923076923076923,0.2307692307692307,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.82525814,11.135885647702487,12,6,7,2017.0,Late_Prime,6,0.5384615384615384
Danny Murphy (34626),9,17,0,0,26,0.4736842105263157,0.8947368421052632,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,14.81249046,10.55824105977844,18,17,5,2017.0,Veteran,26,0.2631578947368421
Raphael Schäfer (1150),0,1,0,0,1,0.0,0.0416666666666666,12,345,High_Risk,712.0,Unknown,200000,20000000.0,0.721609503,-0.184875393,0.13490894,17.20079064,11.714568632299232,23,10,5,2017.0,Veteran,26,0.2083333333333333
Marco Gonçalves (13955),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.806777657,0.259768652,0.125837369,12.88507089,9.550422487497784,12,7,7,2017.0,Late_Prime,7,0.5384615384615384
Raphaël Darbellay (19205),16,3,0,0,19,1.3333333333333333,0.25,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,13.9415022,10.159043707277808,11,14,6,2017.0,Late_Prime,18,0.5
Marc Heitmeier (18531),11,8,0,0,19,0.7333333333333333,0.5333333333333333,7,146,High_Risk,712.0,Unknown,175000,17500000.0,1.0,0.0,0.0,15.30793882,10.829484979736836,14,13,10,2017.0,Veteran,25,0.6666666666666666
Georgios Bibis (240079),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.822750361,0.101966873,0.086455874,13.42217195,9.869216851074343,2,2,2,2017.0,Early,2,0.6666666666666666
Francesco Modesto (22320),14,21,0,0,35,0.7368421052631579,1.105263157894737,4,84,Medium_Risk,712.0,Unknown,25000,2500000.0,1.0,0.0,0.0,15.53548674,10.93475308868092,18,7,11,2017.0,Veteran,19,0.5789473684210527
Gennaro Sardo (21770),16,10,0,0,26,0.8888888888888888,0.5555555555555556,9,272,High_Risk,712.0,Unknown,100000,10000000.0,1.0,0.0,0.0,15.89230998,11.111238209528231,17,4,6,2017.0,Veteran,9,0.3333333333333333
Jérôme Schneider (4799),23,1,0,0,24,1.2777777777777777,0.0555555555555555,1,118,Low_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.35488416,10.817015389748631,17,15,7,2017.0,Veteran,18,0.3888888888888889
Sébastien Cousin (89641),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.767697288,0.462303177,0.22296306,13.370663,9.778607250354115,3,3,2,2017.0,Early,3,0.5
David Muroni (169051),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.537432606,0.049023673,0.074128745,14.25870647,10.12882151597334,0,0,0,2017.0,Early,0,0.0
Gerson Ramos (54343),13,2,0,0,15,1.3,0.2,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.79868403,11.094672036101276,9,8,8,2017.0,Late_Prime,8,0.8
Jesper Blicher (62448),22,15,0,0,37,2.0,1.3636363636363635,5,605,Medium_Risk,712.0,Unknown,50000,5000000.0,1.0,0.0,0.0,13.01487133,9.742383716557308,10,4,8,2017.0,Late_Prime,4,0.7272727272727273
Sergio Herrera (248738),0,2,3000000,300000,2,0.0,0.1428571428571428,6,291,High_Risk,4006.0,Long_Term,-2300000,-76.66664111111963,0.654620486,-0.132810486,0.130518938,15.45292489,10.81595290538952,13,7,5,2017.0,Veteran,15,0.3571428571428571
Stanley Boucaud (883985),7,1,0,0,8,0.6363636363636364,0.0909090909090909,0,0,No_Risk,712.0,Unknown,0,0.0,0.848296727,-0.203812596,0.17165453,16.50743802,11.366163213947866,10,6,2,2017.0,Late_Prime,6,0.1818181818181818
Andrea Catellani (87091),78,43,0,0,121,6.0,3.3076923076923075,3,44,Medium_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,14.17031101,10.295627770682891,12,8,8,2017.0,Late_Prime,14,0.6153846153846154
Deok-kyu Seo (92091),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.838339499,0.070319258,0.088720391,17.28564215,11.7461930366491,11,8,2,2017.0,Late_Prime,14,0.1666666666666666
Yves Mboussi (74328),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.723705308,0.063534983,0.091456511,15.81766219,11.09392426014885,7,5,5,2017.0,Prime,5,0.625
Andreas Eriksson (18092),22,25,0,0,47,1.2941176470588236,1.4705882352941178,2,425,Low_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,16.19142972,11.314790644878864,16,7,3,2017.0,Veteran,10,0.1764705882352941
Daniel Nardiello (3536),130,19,0,0,149,7.222222222222222,1.0555555555555556,0,0,No_Risk,712.0,Unknown,200000,20000000.0,1.0,0.0,0.0,13.32923873,9.788237673924696,17,15,12,2017.0,Veteran,28,0.6666666666666666
Baiano (25068),39,27,0,0,66,1.56,1.08,1,18,Low_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,14.73128686,10.522492930503024,24,17,16,2017.0,Veteran,21,0.64
Lúcio Flávio (52714),88,41,0,0,129,3.8260869565217392,1.7826086956521738,0,0,No_Risk,712.0,Unknown,150000,15000000.0,1.0,0.0,0.0,13.19256447,9.825124728695783,22,16,13,2017.0,Veteran,20,0.5652173913043478
Vito Ascione (392340),1,0,0,0,1,0.25,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.462403691,0.211526923,0.204840281,13.81859155,9.958051938272972,3,4,5,2017.0,Early,4,1.25
Michel Neves (24492),25,7,0,0,32,1.5625,0.4375,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,14.75252009,10.550319373777349,15,13,14,2017.0,Veteran,13,0.875
Maycon (62222),12,1,0,0,13,1.2,0.1,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.51562273,10.934488881577842,9,8,4,2017.0,Late_Prime,8,0.4
Benoît Cheyrou (5645),44,56,0,0,100,2.2,2.8,6,119,High_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.54347826,10.997369129880598,19,16,4,2018.0,Veteran,36,0.2
Akira Kaji (27657),11,26,0,0,37,0.4074074074074074,0.9629629629629628,2,82,Low_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.91478261,11.175399711248057,26,14,7,2018.0,Veteran,18,0.2592592592592592
Kazuya Maeda (117317),18,3,0,0,21,1.2857142857142858,0.2142857142857142,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,14.76308901,10.61045234541221,13,6,3,2018.0,Veteran,6,0.2142857142857142
Je-kyu Lee (197668),15,7,0,0,22,1.5,0.7,0,0,No_Risk,712.0,Unknown,0,0.0,0.998668244,0.0,0.035579793,14.21685972,10.234381801582945,9,5,7,2018.0,Late_Prime,5,0.7
Ansu Touré (103631),28,10,0,0,38,2.8,1.0,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,10.24872693,8.255745035186386,9,8,7,2018.0,Late_Prime,10,0.7
Emil Dica (34509),17,12,0,0,29,1.0625,0.75,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.38930801,10.926688484052862,15,15,10,2018.0,Veteran,22,0.625
Stefan Larsson (36565),6,12,0,0,18,0.2857142857142857,0.5714285714285714,3,567,Medium_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,18.23162522,12.320557279981784,20,10,4,2018.0,Veteran,20,0.1904761904761904
Sébastien Puygrenier (5667),43,9,0,0,52,2.388888888888889,0.5,0,0,No_Risk,712.0,Unknown,200000,20000000.0,1.0,0.0,0.0,15.75161926,11.068266281332086,17,15,9,2018.0,Veteran,28,0.5
Ronaldinho (3373),236,183,0,0,419,11.238095238095235,8.714285714285714,13,311,High_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.67446839,11.022968888499705,20,27,8,2018.0,Veteran,43,0.3809523809523809
Luca Giaccari (88514),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.585859124,0.342316719,0.106283193,15.20277036,10.709022451449366,8,6,3,2018.0,Late_Prime,6,0.3333333333333333
Diego Lugano (13829),41,11,0,0,52,2.5625,0.6875,12,170,High_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,14.05081739,10.270454226683182,15,23,8,2018.0,Veteran,49,0.5
Masaru Akiba (106314),33,22,0,0,55,1.9411764705882355,1.2941176470588236,1,22,Low_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,14.37051688,10.410493651072088,16,6,3,2018.0,Veteran,6,0.1764705882352941
Mateo Loncar (323036),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.512406563,0.005166771,0.103382447,16.50496689,11.311532044020671,0,0,0,2018.0,Early,0,0.0
Dimitar Berbatov (65),258,106,0,0,364,12.285714285714286,5.047619047619048,14,264,High_Risk,712.0,Unknown,1000000,100000000.0,1.0,0.0,0.0,15.72388257,11.085726264363275,20,22,9,2018.0,Veteran,45,0.4285714285714285
Sébastien Le Toux (23944),90,60,0,0,150,6.428571428571429,4.285714285714286,3,31,Medium_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,14.89829749,10.61222348157755,13,9,8,2018.0,Veteran,12,0.5714285714285714
Michael Carrick (3878),34,51,0,0,85,1.619047619047619,2.4285714285714284,11,516,High_Risk,712.0,Unknown,1000000,100000000.0,1.0,0.0,0.0,17.76509872,12.059734380398677,20,14,6,2018.0,Veteran,29,0.2857142857142857
Matteo Cavagna (85472),14,19,0,0,33,1.0,1.3571428571428572,3,98,Medium_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,18.14396728,12.280553987916138,13,13,5,2018.0,Veteran,13,0.3571428571428571
Marco Sordi (249166),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.514685849,-0.257785185,0.096778261,15.04253595,10.532285057622357,4,6,3,2018.0,Prime,6,0.6
Fuat Erarslan (58824),18,1,0,0,19,1.5,0.0833333333333333,1,38,Low_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,16.15168251,11.314199214851625,11,8,10,2018.0,Late_Prime,8,0.8333333333333334
Patryk Dragon (193611),12,14,50000,0,26,1.2,1.4,10,1982,High_Risk,2921.0,Long_Term,-50000,-99.9980000399992,1.0,0.0,0.0,13.43481257,9.920571174891547,9,9,5,2018.0,Late_Prime,13,0.5
Mallo Diallo (33234),12,2,0,0,14,2.0,0.3333333333333333,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,12.43812618,9.4310922513022,5,7,4,2018.0,Prime,8,0.6666666666666666
Lukasz Madej (29809),42,48,0,0,90,2.0,2.2857142857142856,1,131,Low_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,13.09947105,9.72094292648426,20,12,9,2018.0,Veteran,15,0.4285714285714285
Didier Digard (52345),11,13,0,0,24,0.7333333333333333,0.8666666666666667,9,452,High_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,14.69545943,10.56366356826189,14,12,7,2018.0,Veteran,30,0.4666666666666667
Fidel Vázquez (255562),1,2,0,0,3,0.125,0.25,0,0,No_Risk,712.0,Unknown,200000,20000000.0,0.70460035,0.224003015,0.137711137,15.96487639,11.079385723412326,7,12,2,2018.0,Prime,12,0.25
Tayfun Doğan (1051521),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.690501519,-0.030120542,0.107333981,17.21013795,11.732463919027513,2,2,1,2018.0,Early,2,0.3333333333333333
İzzet Akgül (22333),45,7,0,0,52,3.4615384615384617,0.5384615384615384,4,550,Medium_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,17.07048093,11.737027563967407,12,9,8,2018.0,Late_Prime,9,0.6153846153846154
César (134355),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.802365215,-0.087745601,0.091584271,16.22521456,11.280282138088705,3,1,3,2018.0,Early,1,0.75
Ramón Alcaraz (152709),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.432086471,0.422655486,0.213950715,14.4554825,10.304018937045058,0,0,0,2018.0,Early,0,0.0
Dinis (83462),1,0,0,0,1,0.1428571428571428,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.560819558,0.068827217,0.1252148,17.03043852,11.607894718643214,6,9,6,2018.0,Prime,9,0.8571428571428571
Mouhamed Sall (830581),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.481824646,0.131176415,0.12062041,11.85108103,8.937768496296838,2,3,3,2018.0,Early,3,1.0
Krzysztof Dymarek (273953),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.710933397,0.048680729,0.126384984,16.49056314,11.394832780668684,0,0,0,2018.0,Early,0,0.0
Daniel Evuy (213064),1,2,0,0,3,0.3333333333333333,0.6666666666666666,0,0,No_Risk,712.0,Unknown,0,0.0,0.79589947,0.07042602,0.103239664,13.40496005,9.811447969290656,2,2,1,2018.0,Early,2,0.3333333333333333
Mario Rodríguez (189899),23,16,0,0,39,2.875,2.0,3,153,Medium_Risk,712.0,Unknown,125000,12500000.0,1.0,0.0,0.0,15.66943651,11.06766099946416,7,8,5,2018.0,Prime,8,0.625
Alan Zamora (55441),10,10,0,0,20,0.5882352941176471,0.5882352941176471,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,18.0315975,12.227016222812257,16,20,16,2018.0,Veteran,20,0.9411764705882352
Mohamed Sylla (192800),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.71785933,0.10140197,0.123781223,13.61866226,9.922187569044183,0,0,0,2018.0,Early,0,0.0
Jan-Paul Saeijs (6766),47,5,0,0,52,2.473684210526316,0.2631578947368421,1,341,Low_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,11.27704411,8.832101986838222,18,11,6,2018.0,Veteran,13,0.3157894736842105
Ibrahima Faye (13741),10,6,0,0,16,0.7692307692307693,0.4615384615384615,2,34,Low_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,14.25033324,10.344974908199577,12,9,7,2018.0,Late_Prime,14,0.5384615384615384
Justo Villar (38811),0,1,0,0,1,0.0,0.0476190476190476,4,561,Medium_Risk,712.0,Unknown,100000,10000000.0,0.438186934,-0.082501631,0.129961718,15.99374783,11.084634269822413,20,13,5,2018.0,Veteran,17,0.238095238095238
Óscar Pérez (51520),23,1,0,0,24,1.5333333333333334,0.0666666666666666,0,0,No_Risk,712.0,Unknown,50000,5000000.0,1.0,0.0,0.0,13.79145918,10.05363457946558,14,7,9,2018.0,Veteran,15,0.6
Vítor Lima (36631),11,9,0,0,20,0.7857142857142857,0.6428571428571429,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,13.36603221,9.855980462904006,13,15,6,2018.0,Veteran,15,0.4285714285714285
Miguel Boto (45246),1,0,0,0,1,0.3333333333333333,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.612928172,0.165020664,0.140705326,12.695389,9.423084717802483,2,1,1,2018.0,Early,1,0.3333333333333333
Vladimir Perexta (92190),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.500319927,0.408879268,0.146435395,17.70531401,11.925553896210914,2,2,2,2018.0,Early,2,0.6666666666666666
Michael Brough (13695),5,0,0,0,5,0.3846153846153846,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.985905087,-0.042284739,0.051910552,18.38396818,12.343064587715029,12,7,8,2018.0,Late_Prime,7,0.6153846153846154
Stefan de Vrij (111196),29,16,5000000,0,45,1.5263157894736843,0.8421052631578947,15,237,High_Risk,2921.0,Long_Term,35000000,699.999860000028,1.0,0.0,0.0,15.49580787,10.93577113102131,18,12,5,2018.0,Veteran,30,0.2631578947368421
Edoardo Bonicelli (167431),2,0,0,0,2,0.6666666666666666,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.998500014,0.0,0.014005687,13.569716,9.970592693499704,2,2,2,2018.0,Early,2,0.6666666666666666
Daniel Gigante (157374),3,0,0,0,3,0.3333333333333333,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.884646546,0.079156276,0.074860621,12.76431844,9.566252813175248,8,8,5,2018.0,Late_Prime,8,0.5555555555555556
Anthony Van Loo (49641),0,7,0,0,7,0.0,0.5833333333333334,1,108,Low_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,16.26126499,11.333866174848318,11,8,3,2018.0,Late_Prime,8,0.25
Johannes Ritter (283234),0,3,0,0,3,0.0,0.5,1,499,Low_Risk,712.0,Unknown,0,0.0,0.883292286,-0.150257821,0.101835902,16.86843888,11.534643031619872,5,5,3,2018.0,Prime,5,0.5
Leon Barnett (33484),17,6,0,0,23,1.0,0.3529411764705882,2,40,Low_Risk,712.0,Unknown,250000,25000000.0,0.742321175,0.171894246,0.111320277,14.48095969,10.437623484189013,16,16,10,2018.0,Veteran,27,0.5882352941176471
