Name,season,market_val,ID
Sergi Darder,2017,7000000,202648
Dídac Vilà,2017,700000,191055
Diego López,2017,500000,146748
Pau López,2017,10000000,221087
Joan Jordán,2017,30000000,224309
Rober Correa,2017,900000,208638
Joan Jordán,2017,30000000,224309
Rubén Duarte,2017,4000000,226637
Salva Sevilla,2017,300000,158144
Rober Correa,2017,900000,208638
Roberto,2017,700000,183666
Diego López,2017,500000,146748
Burgui,2017,700000,215644
Rodrigo Ely,2017,2200000,202445
Rubén Sobrino,2017,1500000,208622
Rubén Duarte,2017,4000000,226637
Tomás Pina,2017,1200000,198368
Edgar Méndez,2017,1500000,219728
Raúl Carnero,2017,600000,198240
Rodrigo Ely,2017,2200000,202445
Marcos Llorente,2017,80000000,226161
Deyverson,2017,2800000,215421
Rubén Sobrino,2017,1500000,208622
Adrián Ortolá,2017,300000,204966
Paulo Oliveira,2017,4000000,210679
Joan Jordán,2017,30000000,224309
Iván Alejo,2017,1200000,231280
Charles,2017,400000,164029
Jordi Calavera,2017,600000,229896
Pere Milla,2017,1800000,225926
Sergio García,2017,50000,135697
Sergio García,2017,50000,135697
Adrián González,2017,500000,178616
Nano Mesa,2017,500000,221452
Pere Milla,2017,1800000,225926
Jordi Calavera,2017,600000,229896
Diego González,2017,1000000,227106
Juankar,2017,700000,201509
Adrián González,2017,500000,178616
Borja Bastón,2017,2000000,194996
Roberto,2017,700000,183666
Luis Muñoz,2017,2000000,236695
Ricardo Horta,2017,14000000,213516
Pablo Fornals,2017,20000000,226456
Charles,2017,400000,164029
Ricardo Horta,2017,14000000,213516
Luis Muñoz,2017,2000000,236695
José Rodríguez,2017,800000,210111
Diego Llorente,2017,20000000,212602
Juankar,2017,700000,201509
Gabriel Paulista,2017,15000000,201305
Neto,2017,5000000,194404
Andreas Pereira,2017,8000000,208450
Gonçalo Guedes,2017,25000000,224411
Nacho Gil,2017,500000,230794
Toni Lato,2017,2500000,232008
Vinícius Araújo,2017,600000,212785
Rober Ibáñez,2017,500000,219652
Rúben Vezo,2017,8000000,215399
Nani,2017,2000000,139068
Aderllan Santos,2017,800000,213374
Diego Alves,2017,1500000,165580
Vinícius Araújo,2017,600000,212785
João Cancelo,2017,55000000,210514
Mario Suárez,2017,300000,171018
Iván Villar,2017,2500000,222572
David Costas,2017,1200000,219848
Álex López,2017,150000,244624
Álex López,2017,150000,244624
Josep Señé,2017,400000,227990
David Costas,2017,1200000,219848
Álvaro Lemos,2017,800000,205551
Ximo Navarro,2017,1800000,198023
Vitolo,2017,4000000,199715
Sergi Samper,2017,900000,208088
Roque Mesa,2017,2500000,204277
Jesé,2017,1500000,202515
Cristian Tello,2017,7500000,200315
Sergio León,2017,1200000,198715
Javi García,2017,600000,161754
Jordi Amat,2017,1400000,198198
Dani Pacheco,2017,200000,188554
Dani Ceballos,2017,20000000,222509
Dani Pacheco,2017,200000,188554
Álex Martínez,2017,200000,202646
Rubén Castro,2017,100000,115909
Rubén Pardo,2017,2400000,204523
Guilherme,2017,3800000,180714
Juanfran,2017,1000000,146760
Adrián López,2017,700000,173818
Lucas Pérez,2017,2500000,199354
Borja Valle,2017,800000,229037
Laure,2017,100000,188930
Juanfran,2017,1000000,146760
Joselu,2017,6000000,173608
Guilherme,2017,3800000,180714
Iván Cuéllar,2017,100000,146952
Raúl Carnero,2017,600000,198240
Víctor Díaz,2017,1000000,183353
Adrián Marín,2017,1200000,224921
Unai López,2017,12000000,222390
Rober Ibáñez,2017,500000,219652
Nano Mesa,2017,500000,221452
Deyverson,2017,2800000,215421
Deyverson,2017,2800000,215421
Verza,2017,100000,142454
Javier Espinosa,2017,500000,202476
Rubén García,2017,8000000,211022
Douglas Luiz,2017,35000000,236499
Aleix García,2017,1800000,228813
Marc Muniesa,2017,2400000,192766
Cristian Herrera,2017,500000,204280
Kiko Olivas,2017,1000000,186684
Rubén Alcaraz,2017,4000000,229788
Angeliño,2017,35000000,220651
Juan Cámara,2017,600000,223819
Pablo Marí,2017,5000000,206654
Álvaro Jiménez,2017,600000,235623
Dani Pacheco,2017,200000,188554
Rubén Yáñez,2017,2000000,219836
Rubén Yáñez,2017,2000000,219836
Álvaro Jiménez,2017,600000,235623
Dani Pacheco,2017,200000,188554
Sergi Samper,2017,900000,208088
Rafinha,2017,12000000,168607
Diego Costa,2017,6000000,179844
Vitolo,2017,4000000,199715
Roque Mesa,2017,2500000,204277
Borja Lasso,2017,400000,234033
David Concha,2017,200000,223610
Iñigo Martínez,2017,25000000,204525
Iñigo Martínez,2017,25000000,204525
Álvaro Vázquez,2017,400000,201403
Nano Mesa,2017,500000,221452
Christian Rivera,2017,500000,229038
Nano Mesa,2017,500000,221452
Bebé,2017,800000,166074
Ignasi Miquel,2017,1000000,196935
Jony,2017,1500000,222943
Ferran Torres,2017,50000000,241461
Aderllan Santos,2017,800000,213374
Rober Ibáñez,2017,500000,219652
Nacho Gil,2017,500000,230794
Aderllan Santos,2017,800000,213374
Álvaro Lemos,2017,800000,205551
Álvaro Lemos,2017,800000,205551
Iván Villar,2017,2500000,222572
Nacho Gil,2017,500000,230794
Jonathan Viera,2017,2000000,198164
Aythami Artiles,2017,100000,171189
Vitolo,2017,4000000,199715
Sergi Samper,2017,900000,208088
Junior Firpo,2017,12000000,241184
Rubén Castro,2017,100000,115909
Bruno Gama,2017,500000,164852
Coke,2017,800000,172316
Iván Villar,2017,2500000,222572
Nano Mesa,2017,500000,221452
Rober Ibáñez,2017,500000,219652
Juan Cala,2017,900000,186519
Rober Ibáñez,2017,500000,219652
Yuri Berchiche,2018,8000000,183512
Dani García,2018,3000000,216194
Andoni López,2018,300000,234359
Unai Simón,2018,20000000,230869
Unai López,2018,12000000,222390
Álex Remiro,2018,20000000,227127
Sabin Merino,2018,1500000,226215
Andoni López,2018,300000,234359
Gelson Martins,2018,18000000,227055
Rodri,2018,70000000,198631
Diogo Jota,2018,45000000,224458
Diogo Jota,2018,45000000,224458
Recio,2018,1000000,201893
Juanfran,2018,1000000,146760
Fede Vico,2018,2000000,204346
Rodri Tarín,2018,1500000,228828
Rubén Pérez,2018,1500000,190156
Sabin Merino,2018,1500000,226215
Diego Rico,2018,2000000,220414
Fede Vico,2018,2000000,204346
Rubén Pérez,2018,1500000,190156
Ximo Navarro,2018,1800000,198023
Tomás Pina,2018,1200000,198368
Javi Muñoz,2018,700000,226157
Adrián Marín,2018,1200000,224921
Borja Bastón,2018,2000000,194996
Jony,2018,1500000,222943
Adrián Diéguez,2018,800000,236508
Javi Muñoz,2018,700000,226157
Tomás Pina,2018,1200000,198368
Malcom,2018,22000000,222737
Arthur,2018,35000000,230658
Sergi Palencia,2018,2800000,228321
Adrián Ortolá,2018,300000,204966
Rafinha,2018,12000000,168607
Douglas,2018,50000,187570
Marlon,2018,10000000,215703
Marlon,2018,10000000,215703
Aleix Vidal,2018,2000000,202493
Paulinho,2018,5000000,187961
André Gomes,2018,20000000,211575
Paco Alcácer,2018,15000000,200454
Sergi Palencia,2018,2800000,228321
Adrián Ortolá,2018,300000,204966
Douglas,2018,50000,187570
Ignasi Miquel,2018,1000000,196935
Iván Alejo,2018,1200000,231280
David Soria,2018,9000000,223952
Rubén Yáñez,2018,2000000,219836
Rober Ibáñez,2018,500000,219652
Dani Pacheco,2018,200000,188554
Álvaro Jiménez,2018,600000,235623
Marc Muniesa,2018,2400000,192766
Pedro Porro,2018,20000000,243576
Rubén Alcaraz,2018,4000000,229788
Rubén Alcaraz,2018,4000000,229788
Marc Muniesa,2018,2400000,192766
Borja Mayoral,2018,14000000,228635
Coke,2018,800000,172316
Rubén García,2018,8000000,211022
Javier Espinosa,2018,500000,202476
Verza,2018,100000,142454
Verza,2018,100000,142454
Javier Espinosa,2018,500000,202476
Raúl Fernández,2018,200000,186680
Iván López,2018,200000,206238
Rubén García,2018,8000000,211022
Coke,2018,800000,172316
Iván Villar,2018,2500000,222572
Fran Beltrán,2018,12000000,235997
David Juncà,2018,500000,202501
Juan Hernández,2018,400000,245219
Borja Iglesias,2018,10000000,224179
Brais Méndez,2018,14000000,235944
Iván Villar,2018,2500000,222572
Álvaro Lemos,2018,800000,205551
David Costas,2018,1200000,219848
Borja Iglesias,2018,10000000,224179
Sergi Gómez,2018,2000000,199577
Pablo Hernández,2018,200000,179591
Álvaro Lemos,2018,800000,205551
Juan Hernández,2018,400000,245219
Iván Villar,2018,2500000,222572
Borja Iglesias,2018,10000000,224179
Sergi Darder,2018,7000000,202648
Álex López,2018,400000,244624
Álvaro Vázquez,2018,400000,201403
Roberto,2018,700000,183666
Pau López,2018,10000000,221087
Álvaro Vázquez,2018,400000,201403
Sergi Darder,2018,7000000,202648
William Carvalho,2018,15000000,207566
Sidnei,2018,2000000,182002
Pau López,2018,10000000,221087
Joel Robles,2018,4000000,195668
Dani Giménez,2018,100000,146637
Rubén Castro,2018,100000,115909
Jordi Amat,2018,1400000,198198
Omar Mascarell,2018,3500000,208620
Lucas Torró,2018,2200000,208137
Fábio Coentrão,2018,400000,171688
Cristiano Ronaldo,2018,45000000,20801
Omar Mascarell,2018,3500000,208620
Lucas Torró,2018,2200000,208137
Borja Mayoral,2018,14000000,228635
Fábio Coentrão,2018,400000,171688
Eneko Capilla,2018,350000,225567
Luca Sangalli,2018,1500000,245520
Eneko Capilla,2018,350000,225567
Sergio Álvarez,2018,1200000,199158
Bebé,2018,800000,166074
Nano Mesa,2018,500000,221452
Christian Rivera,2018,500000,229038
Jordi Calavera,2018,600000,229896
Pere Milla,2018,1800000,225926
Iván Alejo,2018,1200000,231280
Bebé,2018,800000,166074
David Juncà,2018,500000,202501
Dani García,2018,3000000,216194
Christian Rivera,2018,500000,229038
Nano Mesa,2018,500000,221452
Aleix Vidal,2018,2000000,202493
Roque Mesa,2018,2500000,204277
Sergi Gómez,2018,2000000,199577
André Silva,2018,40000000,228941
Carlos Fernández,2018,9000000,221014
Marc Gual,2018,400000,236692
Juan Soriano,2018,1000000,234790
Borja Lasso,2018,400000,234033
David Soria,2018,9000000,223952
Marc Gual,2018,400000,236692
Sergio Rico,2018,5000000,206652
Carlos Fernández,2018,9000000,221014
Ganso,2018,800000,187688
Roque Mesa,2018,2500000,204277
Gonçalo Guedes,2018,25000000,224411
Nacho Gil,2018,500000,230794
Nani,2018,2000000,139068
João Cancelo,2018,55000000,210514
João Cancelo,2018,55000000,210514
Nani,2018,2000000,139068
Nacho Gil,2018,500000,230794
Andreas Pereira,2018,8000000,208450
Gonçalo Guedes,2018,25000000,224411
Santi Cazorla,2018,2000000,146562
Juan Ibiza,2018,500000,245159
Pau Torres,2018,50000000,241464
Dani Raba,2018,900000,241463
Samu Castillejo,2018,5500000,210617
Rodri,2018,70000000,198631
Adrián Marín,2018,1200000,224921
Juan Ibiza,2018,500000,245159
Rúben Semedo,2018,5000000,216778
Pau Torres,2018,50000000,241464
Eugeni,2018,800000,209695
Luisinho,2018,200000,180359
Christian Rivera,2018,500000,229038
Rúben Semedo,2018,5000000,216778
Carlos David,2018,100000,193064
Jair Amador,2018,400000,234731
Eugeni,2018,800000,209695
Álex Remiro,2018,20000000,227127
Álvaro García,2018,3000000,216447
Jordi Amat,2018,1400000,198198
Bebé,2018,800000,166074
Nacho Monsalve,2018,300000,226208
Fran Beltrán,2018,12000000,235997
Nacho Monsalve,2018,300000,226208
Bebé,2018,800000,166074
Unai López,2018,12000000,222390
Rubén Alcaraz,2018,4000000,229788
Moi Delgado,2018,400000,220637
Iban Salvador,2018,500000,235507
Iban Salvador,2018,500000,235507
Chris Ramos,2018,300000,241973
Ibai Gómez,2018,800000,199416
Caio Henrique,2018,16000000,232440
Gelson Martins,2018,18000000,227055
Caio Henrique,2018,16000000,232440
Raúl Carnero,2018,600000,198240
Rubén Sobrino,2018,1500000,208622
Ibai Gómez,2018,800000,199416
Adrián Diéguez,2018,800000,236508
Paulinho,2018,5000000,187961
Paulinho,2018,5000000,187961
Denis Suárez,2018,12000000,205192
Sergi Samper,2018,900000,208088
Rober Ibáñez,2018,500000,219652
Iván Alejo,2018,1200000,231280
Raúl Carnero,2018,600000,198240
Rúben Vezo,2018,8000000,215399
Alfa Semedo,2018,1800000,239641
Jesé,2018,1500000,202515
Kiko Casilla,2018,800000,177644
David Concha,2018,200000,223610
Bryan Gil,2018,30000000,246785
Ganso,2018,800000,187688
Borja Lasso,2018,400000,234033
Ganso,2018,800000,187688
Rubén Sobrino,2018,1500000,208622
Aderllan Santos,2018,800000,213374
Aderllan Santos,2018,800000,213374
Rúben Vezo,2018,8000000,215399
Manu Morlanes,2018,5000000,241856
Rúben Semedo,2018,5000000,216778
Rúben Semedo,2018,5000000,216778
Enric Gallego,2018,600000,243993
Javi Galán,2018,6000000,231591
Adrián Diéguez,2018,800000,236508
Rúben Semedo,2018,5000000,216778
Mario Suárez,2018,300000,171018
Neto,2019,5000000,194404
Pedri,2019,80000000,251854
Junior Firpo,2019,12000000,241184
Carles Pérez,2019,8000000,240654
Matheus Fernandes,2019,1500000,237735
Denis Suárez,2019,12000000,205192
Paco Alcácer,2019,15000000,200454
Sergi Palencia,2019,2800000,228321
André Gomes,2019,20000000,211575
Adrián Ortolá,2019,300000,204966
Douglas,2019,50000,187570
Malcom,2019,22000000,222737
André Gomes,2019,20000000,211575
Paco Alcácer,2019,15000000,200454
Denis Suárez,2019,12000000,205192
Sergi Palencia,2019,2800000,228321
Rafinha,2019,12000000,168607
Douglas,2019,50000,187570
Adrián Ortolá,2019,300000,204966
Pedri,2019,80000000,251854
João Félix,2019,70000000,242444
Marcos Llorente,2019,80000000,226161
Mario Hermoso,2019,35000000,229668
Renan Lodi,2019,25000000,251573
Felipe,2019,9000000,182105
Caio Henrique,2019,16000000,232440
Gelson Martins,2019,18000000,227055
Rodri,2019,70000000,198631
Gelson Martins,2019,18000000,227055
Filipe Luís,2019,1500000,164169
Éder Militão,2019,40000000,240130
Rodrygo,2019,35000000,243812
Alberto Soro,2019,3000000,243016
Javi Sánchez,2019,2800000,245238
Dani Gómez,2019,1500000,243315
Borja Mayoral,2019,14000000,228635
Lucas Silva,2019,2000000,209749
Marcos Llorente,2019,80000000,226161
Borja Mayoral,2019,14000000,228635
Dani Gómez,2019,1500000,243315
Dani Ceballos,2019,20000000,222509
Javi Sánchez,2019,2800000,245238
Alberto Soro,2019,3000000,243016
Lucas Silva,2019,2000000,209749
Enric Gallego,2019,600000,243993
Raúl Carnero,2019,600000,198240
Kenedy,2019,10000000,215639
Iván Alejo,2019,1200000,231280
Rober Ibáñez,2019,500000,219652
Álvaro Jiménez,2019,600000,235623
Rober Ibáñez,2019,500000,219652
Rubén Yáñez,2019,2000000,219836
Álvaro Jiménez,2019,600000,235623
Iván Alejo,2019,1200000,231280
Ignasi Miquel,2019,1000000,196935
Thierry Correia,2019,9000000,247832
Manu Vallejo,2019,6000000,241686
Jorge Sáenz,2019,1000000,225106
Jaume Costa,2019,2000000,193171
Rúben Vezo,2019,8000000,215399
Nacho Gil,2019,500000,230794
Neto,2019,5000000,194404
Rúben Vezo,2019,8000000,215399
Nacho Gil,2019,500000,230794
Santi Mina,2019,15000000,212623
Jorge Sáenz,2019,1000000,225106
Toni Lato,2019,2500000,232008
Rony Lopes,2019,6000000,212692
Diego Carlos,2019,45000000,219693
Joan Jordán,2019,30000000,224309
Óliver Torres,2019,9000000,208777
Sergio Rico,2019,5000000,206652
Marc Gual,2019,400000,236692
Sergio Rico,2019,5000000,206652
Carlos Fernández,2019,9000000,221014
Pablo Sarabia,2019,25000000,198950
Nolito,2019,1500000,199561
Carlos Fernández,2019,9000000,221014
Roque Mesa,2019,2500000,204277
Sergio Rico,2019,5000000,206652
Juan Soriano,2019,1000000,234790
Aleix Vidal,2019,2000000,202493
Marc Gual,2019,400000,236692
André Silva,2019,40000000,228941
Iñigo Vicente,2019,1000000,243792
Sabin Merino,2019,1500000,226215
Andoni López,2019,300000,234359
Sabin Merino,2019,1500000,226215
Álex Remiro,2019,20000000,227127
Mikel Rico,2019,300000,146111
Andoni López,2019,300000,234359
Iñigo Vicente,2019,1000000,243792
Portu,2019,20000000,205070
Nacho Monreal,2019,1500000,177604
Álex Remiro,2019,20000000,227127
Ander Guevara,2019,7500000,240458
Aihen Muñoz,2019,6000000,246748
Eneko Capilla,2019,350000,225567
Juanmi,2019,3000000,197891
Eneko Capilla,2019,350000,225567
Kévin Rodrigues,2019,2500000,209289
Raúl Navas,2019,300000,198614
Jon Bautista,2019,1200000,233231
Adrià Pedrosa,2019,6000000,246113
Álvaro Vázquez,2019,400000,201403
Borja Iglesias,2019,10000000,224179
Mario Hermoso,2019,35000000,229668
Roberto,2019,700000,183666
Álvaro Vázquez,2019,400000,201403
Álex López,2019,400000,244624
Alfa Semedo,2019,1800000,239641
Lucas Pérez,2019,2500000,199354
Joselu,2019,6000000,173608
Pere Pons,2019,2500000,211706
Tachi,2019,800000,238446
Aleix Vidal,2019,2000000,202493
Adrián Diéguez,2019,800000,236508
Javi Muñoz,2019,700000,226157
Adrián Diéguez,2019,800000,236508
Borja Bastón,2019,2000000,194996
Jony,2019,1500000,222943
Edu Expósito,2019,3500000,229862
Rober Correa,2019,900000,208638
Nano Mesa,2019,500000,221452
Joan Jordán,2019,30000000,224309
Rubén Peña,2019,4000000,211241
Pere Milla,2019,1800000,225926
Jordi Calavera,2019,600000,229896
Nano Mesa,2019,500000,221452
Sabin Merino,2019,1500000,226215
Christian Rivera,2019,500000,229038
Kévin Rodrigues,2019,2500000,209289
Roque Mesa,2019,2500000,204277
Juan Soriano,2019,1000000,234790
Fede Vico,2019,2000000,204346
Fede Vico,2019,2000000,204346
Juanfran,2019,1000000,146760
Sabin Merino,2019,1500000,226215
Borja Iglesias,2019,10000000,224179
Juanmi,2019,3000000,197891
Álex Moreno,2019,6000000,217036
Dani Martín,2019,2000000,241119
Pau López,2019,10000000,221087
Junior Firpo,2019,12000000,241184
Sergio León,2019,1200000,198715
Jesé,2019,1500000,202515
Rubén Peña,2019,4000000,211241
Moi Gómez,2019,8000000,206590
Alberto Moreno,2019,2500000,205566
Juan Ibiza,2019,500000,245159
Rúben Semedo,2019,5000000,216778
Pau Torres,2019,50000000,241464
Pablo Fornals,2019,20000000,226456
Rúben Semedo,2019,5000000,216778
Víctor Ruiz,2019,2200000,193469
Juan Ibiza,2019,500000,245159
Dani Raba,2019,900000,241463
Jaume Costa,2019,2000000,193171
Rúben Vezo,2019,8000000,215399
Sergio León,2019,1200000,198715
Borja Mayoral,2019,14000000,228635
Hernâni,2019,1000000,212911
Pepelu,2019,2500000,230786
Iván López,2019,200000,206238
Rubén García,2019,8000000,211022
Rubén García,2019,8000000,211022
Pepelu,2019,2500000,230786
Rúben Vezo,2019,8000000,215399
Borja Mayoral,2019,14000000,228635
Pedro Porro,2019,20000000,243576
Javi Sánchez,2019,2800000,245238
Marcos André,2019,8500000,252084
Chris Ramos,2019,300000,241973
Moi Delgado,2019,400000,220637
Chris Ramos,2019,300000,241973
Marcos André,2019,8500000,252084
Matheus Fernandes,2019,1500000,237735
Denis Suárez,2019,12000000,205192
Rafinha,2019,12000000,168607
Nolito,2019,1500000,199561
Santi Mina,2019,15000000,212623
Jorge Sáenz,2019,1000000,225106
Iván Villar,2019,2500000,222572
Juan Hernández,2019,400000,245219
Rubén García,2019,8000000,211022
Rober Ibáñez,2019,500000,219652
Brandon Thomas,2019,600000,212261
Adrián López,2019,700000,173818
Jaume Grau,2019,800000,246918
Raúl Navas,2019,300000,198614
David Rodríguez,2019,150000,170569
David Rodríguez,2019,150000,170569
Jaume Grau,2019,800000,246918
Xisco,2019,100000,164471
Rubén García,2019,8000000,211022
Rober Ibáñez,2019,500000,219652
Brandon Thomas,2019,600000,212261
Domingos Duarte,2019,12000000,234835
Fede Vico,2019,2000000,204346
Carlos Fernández,2019,9000000,221014
Carlos Neva,2019,4000000,246844
Fede Vico,2019,2000000,204346
Josep Señé,2019,400000,227990
Carlos Castro,2019,250000,225121
Álex López,2019,300000,244624
Carlos Castro,2019,250000,225121
Matheus Fernandes,2019,1500000,237735
Carles Pérez,2019,8000000,240654
Matheus Fernandes,2019,1500000,237735
Caio Henrique,2019,16000000,232440
Caio Henrique,2019,16000000,232440
Reinier,2019,16000000,254544
Deyverson,2019,2800000,215421
Enric Gallego,2019,600000,243993
Raúl Carnero,2019,600000,198240
Toni Lato,2019,2500000,232008
Toni Lato,2019,2500000,232008
Suso,2019,18000000,202651
Marc Gual,2019,400000,236692
Marc Gual,2019,400000,236692
Bryan Gil,2019,30000000,246785
David Concha,2019,200000,223610
Rubén Pardo,2019,2400000,204523
David Concha,2019,200000,223610
Edgar Méndez,2019,1500000,219728
Roberto,2019,700000,183666
Javi Muñoz,2019,700000,226157
Burgui,2019,700000,215644
Rafa Soares,2019,1600000,218936
Bryan Gil,2019,30000000,246785
Sabin Merino,2019,1500000,226215
Christian Rivera,2019,500000,229038
Paco Alcácer,2019,15000000,200454
Raúl Carnero,2019,600000,198240
Matheus Fernandes,2019,1500000,237735
Anuar,2019,1200000,225699
David Costas,2019,1200000,219848
Toni Lato,2019,2500000,232008
Enric Gallego,2019,600000,243993
Luis Perea,2019,1000000,238461
Brandon Thomas,2019,600000,212261
Juan Villar,2019,300000,192490
Antoñín,2019,1000000,253735
Gil Dias,2019,3000000,229453
Alberto Soro,2020,3000000,243016
Dani Gómez,2020,1500000,243315
Javi Sánchez,2020,2800000,245238
Borja Mayoral,2020,14000000,228635
Javi Sánchez,2020,2800000,245238
Alberto Soro,2020,3000000,243016
Dani Gómez,2020,1500000,243315
Borja Mayoral,2020,14000000,228635
Reinier,2020,16000000,254544
Monchu,2020,4000000,241933
Riqui Puig,2020,15000000,242816
Ansu Fati,2020,60000000,253004
Pedri,2020,80000000,251854
Carles Pérez,2020,8000000,240654
Rafinha,2020,12000000,168607
Arthur,2020,35000000,230658
Nélson Semedo,2020,28000000,227928
Carles Pérez,2020,8000000,240654
Rafinha,2020,12000000,168607
Monchu,2020,4000000,241933
Manu Sánchez,2020,8000000,252327
Caio Henrique,2020,16000000,232440
Suso,2020,18000000,202651
Bryan Gil,2020,30000000,246785
Marc Gual,2020,400000,236692
Roque Mesa,2020,2500000,204277
Carlos Fernández,2020,9000000,221014
Aleix Vidal,2020,2000000,202493
Juan Soriano,2020,1000000,234790
Sergio Rico,2020,5000000,206652
Roque Mesa,2020,2500000,204277
Bryan Gil,2020,30000000,246785
Marc Gual,2020,400000,236692
Juan Soriano,2020,1000000,234790
Rony Lopes,2020,6000000,212692
Suso,2020,18000000,202651
Jorge Cuenca,2020,6000000,237522
Mario González,2020,3000000,235970
Fer Niño,2020,5000000,252590
Iván Martín,2020,800000,246928
Jaume Costa,2020,2000000,193171
Dani Raba,2020,900000,241463
Andrés Fernández,2020,600000,146296
Santi Cazorla,2020,2000000,146562
Iván Martín,2020,800000,246928
Manu Morlanes,2020,5000000,241856
Mario González,2020,3000000,235970
Jorge Cuenca,2020,6000000,237522
Darío Poveda,2020,400000,236940
Hugo Duro,2020,5000000,243032
Enric Gallego,2020,600000,243993
Raúl Carnero,2020,600000,198240
Iván Alejo,2020,1200000,231280
Rubén Yáñez,2020,2000000,219836
Ignasi Miquel,2020,1000000,196935
Álvaro Jiménez,2020,600000,235623
Enric Gallego,2020,600000,243993
Iván Alejo,2020,1200000,231280
Raúl Carnero,2020,600000,198240
Álvaro Jiménez,2020,600000,235623
Jorge Molina,2020,1000000,154472
Hugo Duro,2020,5000000,243032
Ignasi Miquel,2020,1000000,196935
Kenedy,2020,10000000,215639
Deyverson,2020,2800000,215421
David Silva,2020,5000000,168542
Roberto López,2020,4000000,246169
Jon Bautista,2020,1200000,233231
Raúl Navas,2020,300000,198614
Kévin Rodrigues,2020,2500000,209289
Diego Llorente,2020,20000000,212602
Raúl Navas,2020,300000,198614
Kévin Rodrigues,2020,2500000,209289
Javi Jiménez,2020,200000,228600
Cristian Rivero,2020,300000,241179
Toni Lato,2020,2500000,232008
Rodrigo,2020,18000000,198329
Ferran Torres,2020,50000000,241461
Javi Jiménez,2020,200000,228600
Jaume Costa,2020,2000000,193171
Unai Vencedor,2020,7500000,247328
Jon Morcillo,2020,5000000,258602
Dani Vivian,2020,7500000,248550
Andoni López,2020,300000,234359
Iñigo Vicente,2020,1000000,243792
Andoni López,2020,300000,234359
Dani Vivian,2020,7500000,248550
Mikel San José,2020,1000000,185132
Luis Milla,2020,4000000,242201
Alberto Soro,2020,3000000,243016
Jorge Molina,2020,1000000,154472
Kenedy,2020,10000000,215639
Antoñín,2020,1000000,253735
Álex Martínez,2020,200000,202646
Carlos Fernández,2020,9000000,221014
Gil Dias,2020,3000000,229453
Juan Cruz,2020,2200000,206219
Enric Gallego,2020,600000,243993
Lucas Torró,2020,2200000,208137
Raúl Navas,2020,300000,198614
Jony,2020,1500000,222943
Juan Villar,2020,300000,192490
Brandon Thomas,2020,600000,212261
Luis Perea,2020,1000000,238461
Jaume Grau,2020,800000,246918
Luis Perea,2020,1000000,238461
Juan Villar,2020,300000,192490
Fran Mérida,2020,1000000,183520
Rober Ibáñez,2020,500000,219652
Jaume Grau,2020,800000,246918
Enric Gallego,2020,600000,243993
Toni Lato,2020,2500000,232008
Raúl Navas,2020,300000,198614
Dani Gómez,2020,1500000,243315
Son,2020,800000,252086
Arturo Molina,2020,300000,224973
Pepelu,2020,2500000,230786
Hernâni,2020,1000000,212911
Arturo Molina,2020,300000,224973
Iván López,2020,200000,206238
Pepelu,2020,2500000,230786
Borja Mayoral,2020,14000000,228635
Víctor Ruiz,2020,2200000,193469
Javi García,2020,600000,161754
Javi Sánchez,2020,2800000,245238
Raúl Carnero,2020,600000,198240
Roberto,2020,700000,183666
Luis Pérez,2020,900000,235088
Roque Mesa,2020,2500000,204277
Jota,2020,3500000,202541
Kike Pérez,2020,1000000,236760
Diego Alende,2020,600000,228707
Víctor García,2020,400000,226087
Moi Delgado,2020,400000,220637
Marcos André,2020,8500000,252084
Chris Ramos,2020,300000,241973
Anuar,2020,1200000,225699
Diego Alende,2020,600000,228707
Moi Delgado,2020,400000,220637
Anuar,2020,1200000,225699
Víctor García,2020,400000,226087
Chris Ramos,2020,300000,241973
Javi Moyano,2020,100000,170941
Javi Sánchez,2020,2800000,245238
Pedro Porro,2020,20000000,243576
Raúl Carnero,2020,600000,198240
Álvaro Giménez,2020,1000000,189661
Iván Alejo,2020,1200000,231280
Jorge Pombo,2020,1000000,228144
Nano Mesa,2020,500000,221452
Dani Romera,2020,200000,221095
Brian Oliván,2020,1000000,228326
Javi Navarro,2020,150000,248069
Brian Oliván,2020,1000000,228326
Dani Romera,2020,200000,221095
Edu Ramos,2020,300000,193757
Javi Navarro,2020,150000,248069
Jorge Pombo,2020,1000000,228144
Nano Mesa,2020,500000,221452
Iván Alejo,2020,1200000,231280
Álvaro Giménez,2020,1000000,189661
Bryan Gil,2020,30000000,246785
Kévin Rodrigues,2020,2500000,209289
Recio,2020,1000000,201893
Jordi Calavera,2020,600000,229896
Nano Mesa,2020,500000,221452
Jordi Calavera,2020,600000,229896
Charles,2020,400000,164029
Nano Mesa,2020,500000,221452
Carlos Isaac,2020,200000,243080
Deyverson,2020,2800000,215421
Tomás Tavares,2020,5500000,245278
Javi López,2020,600000,195361
Burgui,2020,700000,215644
Adrián Diéguez,2020,800000,236508
Javi Muñoz,2020,700000,226157
Adrián Diéguez,2020,800000,236508
Carlos Isaac,2020,200000,243080
Javi Muñoz,2020,700000,226157
Aleix Vidal,2020,2000000,202493
Roberto,2020,700000,183666
Deyverson,2020,2800000,215421
Borja García,2020,1500000,194761
Andrés Fernández,2020,600000,146296
Dani Raba,2020,900000,241463
Rubén Yáñez,2020,2000000,219836
Josué Sá,2020,1500000,212889
Jordi Mboula,2020,1000000,239441
Miguel Baeza,2020,2500000,258271
David Costas,2020,1200000,219848
