Player Name,player_id,age,Club,market_value,fee,Position,Appearances,Minutes,Goals,Assists,Shots,Shots On Target,Conversion %,Passes%,Progressive Carries,Tackles,Interceptions,Blocks,gDuels Won,gDuels %,aDuels Won,aDuels %,Yellow Cards,Red Cards,Fouls,Clean Sheets,Saves,Saves %,Goals Conceded,injury_count,days_injured,days_since_injury,injury_severity,sentiment_polarity,mention_frequency,sentiment_trend_30d,sentiment_trend_90d,sentiment_score,contract_years_remaining,contract_status,market_value_change_rate,club_financial_strength,league_competitiveness,value_to_fee_ratio,goals_per_90,assists_per_90,goals_per_shot,pass_completion_rate,defensive_actions_per_90,age_adjusted_goals,age_adjusted_assists,is_forward,is_midfielder,is_defender,is_goalkeeper,goal_assist_product,shot_conversion_product,injury_risk_score,age_injury_interaction,contract_urgency,market_momentum,is_summer_window,is_winter_window,season_phase,months_to_summer_window,sentiment_volatility,positive_sentiment_ratio
joão gomes,735570.0,21.0,Wolverhampton Wanderers,15000000.0,18700000.0,DEF,36,2987,3,0,35,14,0.09,0.84,125,116,23,7,107,0.41,59,0.55,9,1,70,4,0,0.0,0,0.0,0.0,365.0,0.0,0.2956814876564966,153,0.07241744169119609,0.2355679279884696,0.25283118721369346,0.6,expiring,0.1442266197685222,5.0,10.0,0.8021390374331551,0.0903916973552058,0.0,0.0857142857142857,0.84,4.39906260462002,0.0542350184131235,0.0,0.0,0.0,1.0,0.0,0.0,3.15,0.01,0.21,0.9090909090909092,0.0721133098842611,0.0,1.0,mid,4.0,0.16315048629727352,1
malo gusto,620322.0,19.0,Chelsea,15000000.0,30000000.0,DEF,32,1858,0,0,22,2,0.0,0.94,271,45,9,7,29,0.53,31,0.47,4,0,20,4,0,0.0,0,1.0,37.0,277.0,2.0,0.08487756448787259,208,0.20850359079011538,0.2043971847917855,0.12175195747917314,0.5,expiring,0.140394510225532,9.0,10.0,0.5,0.0,0.0,0.0,0.94,2.954790096878364,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2182191780821917,4.146164383561644,1.0,0.1263550592029788,0.0,1.0,mid,4.0,0.004106405998329871,1
amad diallo,536835.0,18.0,Manchester United,15000000.0,21300000.0,MID,26,1901,8,6,47,6,0.18,0.88,87,38,26,7,98,0.63,33,0.61,5,0,21,5,0,0.0,0,0.0,0.0,365.0,0.0,0.6938641436172135,216,0.054491005372525284,-0.04257023202251737,0.5504401652673141,1.5,mid-term,-0.0748633418473344,9.0,10.0,0.704225352112676,0.3787480273540242,0.2840610205155181,0.1702127659574468,0.88,3.361388742766965,0.1514992109416096,0.1136244082062072,0.0,1.0,0.0,0.0,48.0,8.459999999999999,0.0,0.0,0.5,-0.067377007662601,0.0,1.0,mid,4.0,0.09706123739504266,1
harry winks,249126.0,26.0,Leicester City,15000000.0,0.0,MID,22,1540,0,2,10,21,0.14,0.82,157,24,6,2,61,0.44,7,0.32,4,0,9,0,0,0.0,0,2.0,69.0,165.0,5.0,0.07946339665096375,152,0.11183799579295539,0.24581457640993393,0.10117882321012017,1.2,mid-term,0.0052903973615393,4.0,10.0,1.0,0.0,0.1168831168831168,0.0,0.82,1.87012987012987,0.0,0.109090909090909,0.0,1.0,0.0,0.0,0.0,1.4,0.5895890410958904,15.32931506849315,0.5882352941176471,0.0021161589446157,0.0,1.0,mid,4.0,0.13397658061697854,1
nick pope,192080.0,30.0,Newcastle United,15000000.0,11500000.0,GKP,28,2520,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,2,0,2,8,88,0.72,35,1.0,23.0,355.0,1.0,-0.03735021801956996,150,0.05968576837083303,-0.022570505445051448,0.01880989234134598,4.8,long-term,0.500505178012899,7.0,10.0,1.3043478260869563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2254794520547945,6.764383561643836,0.1886792452830188,0.3503536246090292,0.0,1.0,mid,4.0,0.08225627381588448,0
vitor reis,1005575.0,19.0,Manchester City,14000000.0,37000000.0,DEF,1,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1.0,15.0,72.0,1.0,-0.20245875600895527,164,0.12060324011644602,0.27684232012281346,-0.09257028005541952,1.9,mid-term,0.0194137222520253,10.0,10.0,0.3783783783783784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2705479452054794,5.140410958904109,0.4166666666666667,0.0194137222520253,0.0,1.0,mid,4.0,0.15623908000636744,0
philip billing,320411.0,28.0,Bournemouth,14000000.0,0.0,MID,10,176,0,0,5,0,0.0,0.0,0,14,0,0,0,0.0,0,0.0,1,0,3,0,0,0.0,0,0.0,0.0,365.0,0.0,-0.17505046890142753,217,-0.005820339748800283,0.39814537453328264,-0.05750036319603423,3.1,long-term,-0.0689966773198962,4.0,10.0,1.0,0.0,0.0,0.0,0.0,7.159090909090909,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08,2.24,0.2777777777777778,-0.0275986709279584,0.0,1.0,mid,4.0,0.40396571428208294,0
emerson,181778.0,27.0,West Ham United,14000000.0,500000.0,GKP,31,2126,2,0,16,11,0.16,0.91,129,60,11,2,61,0.47,6,0.23,5,0,25,1,0,0.0,0,1.0,20.0,144.0,1.0,0.2002327976911607,228,0.02872910222838787,-0.246373886778973,0.2084946267154808,3.5,long-term,0.044749523858986,6.0,10.0,28.0,0.0846660395108184,0.0,0.125,0.91,3.0903104421448733,0.0846660395108184,0.0,0.0,0.0,0.0,1.0,0.0,2.56,0.3110958904109589,8.39958904109589,0.25,0.0268497143153916,0.0,1.0,mid,4.0,0.27510298900736085,1
justin kluivert,330659.0,24.0,Bournemouth,14000000.0,10800000.0,MID,34,2356,0,0,63,21,0.17,0.8,72,23,6,4,46,0.33,65,0.45,8,0,47,1,0,0.0,0,0.0,0.0,365.0,0.0,0.11944511245286148,282,0.16063002136101756,0.2003045306236759,0.16812706323248755,1.7,mid-term,0.0083230690382618,4.0,10.0,1.2962962962962965,0.0,0.0,0.0,0.8,1.2606112054329373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.71,0.04,0.9600000000000002,0.4545454545454545,0.0033292276153047,0.0,1.0,mid,4.0,0.039674509262658336,1
trevoh chalobah,346314.0,25.0,Chelsea,13000000.0,0.0,DEF,25,1974,3,1,18,2,0.0,0.85,93,31,32,10,108,0.53,31,0.63,3,0,19,5,0,0.0,0,0.0,0.0,365.0,0.0,0.0860188753206168,183,0.13816625491962345,-0.10109463310894067,0.1150583675695866,2.8,mid-term,0.4194445735622596,9.0,10.0,1.0,0.1367781155015197,0.0455927051671732,0.1666666666666666,0.85,3.328267477203648,0.1185410334346504,0.0395136778115501,0.0,0.0,1.0,0.0,3.0,0.0,0.05,1.25,0.303030303030303,0.3775001162060337,0.0,1.0,mid,4.0,0.2392608880285641,1
alphonse areola,120629.0,27.0,West Ham United,13000000.0,0.0,GKP,26,2259,0,0,0,0,0.0,0.0,0,2,0,0,0,0.0,0,0.0,0,0,0,4,82,0.67,41,0.0,0.0,365.0,0.0,-0.013130506342788666,227,0.1745564514635783,-0.1834196364407003,0.05884061359201597,3.7,long-term,-0.2753980823936301,6.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0796812749003984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0699999999999999,1.89,0.238095238095238,-0.165238849436178,0.0,1.0,mid,4.0,0.3579760879042786,0
ramón sosa,745191.0,24.0,Nottingham Forest,13000000.0,12000000.0,FWD,19,281,1,0,11,0,0.0,0.0,0,5,0,0,0,0.0,0,0.0,1,0,6,0,0,0.0,0,0.0,0.0,365.0,0.0,-0.09156177971194293,215,-0.019845986243671294,0.19443788030514553,0.0003423186372043807,4.0,long-term,0.0488389217046037,4.0,10.0,1.0833333333333333,0.3202846975088967,0.0,0.0909090909090909,0.0,1.6014234875444842,0.2562277580071174,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.9600000000000002,0.2222222222222222,0.0195355686818414,0.0,1.0,mid,4.0,0.21428386654881681,0
james justin,413220.0,27.0,Leicester City,13000000.0,9300000.0,DEF,36,2920,2,2,25,17,0.23,0.87,147,58,12,4,128,0.54,5,0.39,6,0,29,2,0,0.0,0,0.0,0.0,365.0,0.0,0.06925538932186501,152,-0.05978708205819038,0.15197261949953403,0.09403321807975105,3.0,mid-term,0.3416762284712885,4.0,10.0,1.3978494623655917,0.0616438356164383,0.0616438356164383,0.08,0.87,2.280821917808219,0.0616438356164383,0.0616438356164383,0.0,0.0,1.0,0.0,4.0,5.75,0.0699999999999999,1.89,0.2857142857142857,0.1366704913885154,0.0,1.0,mid,4.0,0.21175970155772442,1
aaron ramsdale,427568.0,22.0,Southampton,12500000.0,20500000.0,GKP,30,2700,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,2,0,1,3,125,0.66,66,1.0,38.0,304.0,2.0,0.03826018822128701,275,0.030503216359703135,-0.36158089463514814,0.10919971417248332,2.0,mid-term,-0.3899337313760005,3.0,10.0,0.6097560975609756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2334246575342465,5.135342465753425,0.4,-0.1169801194128001,0.0,1.0,mid,4.0,0.3920841109948513,1
sam johnstone,110864.0,29.0,Wolverhampton Wanderers,12000000.0,0.0,GKP,7,630,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,23,0.0,0,1.0,39.0,119.0,1.0,-0.28370551670951283,226,-0.1570325402544794,-0.14778554187782106,-0.13086159396439123,3.7,long-term,0.0279768627770924,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3447945205479452,9.999041095890412,0.238095238095238,0.0139884313885462,0.0,1.0,mid,4.0,0.00924699837665835,0
keane lewis-potter,644401.0,21.0,Brentford,12000000.0,19000000.0,MID,38,3101,1,3,28,2,0.0,0.83,91,49,32,12,79,0.55,26,0.54,7,0,18,7,0,0.0,0,0.0,0.0,365.0,0.0,0.19614738712313895,150,-0.21806632248262556,-0.09844530620969058,0.18225821594124222,1.9,mid-term,0.1468763771657486,5.0,10.0,0.631578947368421,0.0290228958400515,0.0870686875201547,0.0357142857142857,0.83,2.699129313124798,0.0174137375040309,0.0522412125120928,0.0,1.0,0.0,0.0,3.0,0.0,0.01,0.21,0.4166666666666667,0.0734381885828743,0.0,1.0,mid,4.0,0.11962101627293498,1
kevin schade,473050.0,21.0,Brentford,12000000.0,1000000.0,MID,38,2301,0,2,55,0,0.0,0.85,78,39,12,3,53,0.56,22,0.58,3,0,21,2,0,0.0,0,0.0,0.0,365.0,0.0,-0.253560263283309,131,0.05224255076295953,-0.10510891814220705,-0.13823144503757703,3.0,mid-term,-0.2625485403412246,5.0,10.0,12.0,0.0,0.0782268578878748,0.0,0.85,2.1121251629726205,0.0,0.0469361147327249,0.0,1.0,0.0,0.0,0.0,0.0,0.01,0.21,0.2857142857142857,-0.1312742701706123,0.0,1.0,mid,4.0,0.15735146890516657,0
fábio carvalho,559263.0,19.0,Brentford,12000000.0,9400000.0,FWD,19,446,2,1,12,0,0.0,0.0,0,13,0,0,0,0.0,0,0.0,1,0,5,0,0,0.0,0,0.0,0.0,365.0,0.0,0.12738885498050753,140,0.0778058296981857,-0.00848355948105264,0.13113024044439722,4.6,long-term,0.093396290518783,5.0,10.0,1.2765957446808511,0.4035874439461883,0.2017937219730941,0.1666666666666666,0.0,2.6233183856502245,0.1883408071748879,0.0941704035874439,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.196078431372549,0.0466981452593915,0.0,1.0,mid,4.0,0.08628938917923834,1
mads roerslev,391005.0,25.0,Brentford,12000000.0,0.0,DEF,19,1096,0,0,5,5,0.0,0.89,137,18,24,8,69,0.49,9,0.38,2,0,6,2,0,0.0,0,2.0,67.0,234.0,2.0,0.012242619867116777,197,-0.021962967609740924,-0.07832784349412787,0.06761079294794078,3.6,long-term,-0.1789504493933963,5.0,10.0,1.0,0.0,0.0,0.0,0.89,4.105839416058394,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3617808219178082,9.044520547945204,0.2439024390243902,-0.0894752246966981,0.0,1.0,mid,4.0,0.05636487588438695,1
diego gómez,996897.0,21.0,Brighton & Hove Albion,12000000.0,13000000.0,MID,16,512,1,0,9,0,0.0,0.0,0,21,0,0,0,0.0,0,0.0,0,0,8,0,0,0.0,0,0.0,0.0,365.0,0.0,0.08381111076712927,207,-0.1744515454190617,0.1529172956600666,0.12070573957495251,4.7,long-term,0.0741628284489598,5.0,10.0,0.9230769230769232,0.17578125,0.0,0.1111111111111111,0.0,3.69140625,0.10546875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01,0.21,0.1923076923076923,0.0370814142244799,0.0,1.0,mid,4.0,0.3273688410791283,1
maxwel cornet,234781.0,24.0,West Ham United,12000000.0,15000000.0,MID,2,71,0,0,1,0,0.0,0.0,0,5,0,0,0,0.0,0,0.0,1,0,0,0,0,0.0,0,0.0,0.0,365.0,0.0,-0.07832746601328351,157,0.1792530963656023,0.07043915005170849,-0.007776279156351408,3.5,long-term,-0.0088280045392015,6.0,10.0,0.8,0.0,0.0,0.0,0.0,6.338028169014085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04,0.9600000000000002,0.25,-0.0052968027235209,0.0,1.0,mid,4.0,0.10881394631389381,0
jake o'brien,711544.0,23.0,Everton,12000000.0,19500000.0,MID,20,1569,2,0,6,1,0.33,0.92,66,26,6,8,29,0.62,11,0.46,5,0,13,5,0,0.0,0,0.0,0.0,365.0,0.0,0.3150743687518691,221,-0.11872030874502851,0.04966280874754098,0.2867858243600746,3.2,long-term,-0.0933957624761758,4.0,10.0,0.6153846153846154,0.1147227533460803,0.0,0.3333333333333333,0.92,2.294455066921606,0.0841300191204589,0.0,0.0,1.0,0.0,0.0,0.0,1.98,0.03,0.69,0.2702702702702702,-0.0373583049904703,0.0,1.0,mid,4.0,0.16838311749256948,1
ollie watkins,324358.0,24.0,Aston Villa,12000000.0,34000000.0,FWD,38,2610,16,8,84,17,0.14,0.84,83,10,6,1,53,0.46,5,0.31,2,0,29,4,0,0.0,0,0.0,0.0,365.0,0.0,0.5898191351936573,127,0.10776720805911313,0.19434062771282082,0.45093533269749814,2.8,mid-term,-0.0357220971914073,6.0,10.0,0.3529411764705882,0.5517241379310345,0.2758620689655172,0.1904761904761904,0.84,0.5862068965517241,0.4413793103448276,0.2206896551724138,1.0,0.0,0.0,0.0,128.0,11.760000000000002,0.04,0.9600000000000002,0.303030303030303,-0.0214332583148444,0.0,1.0,mid,4.0,0.08657341965370768,1
idrissa gueye,126665.0,32.0,Everton,12000000.0,4000000.0,MID,37,3067,0,3,27,0,0.0,0.93,142,133,4,14,16,0.5,8,0.57,9,0,55,11,0,0.0,0,3.0,116.0,194.0,1.0,0.16162821519323955,206,0.008320768409121772,0.22418097013015867,0.1748780123735294,2.6,mid-term,-0.1029847277615538,4.0,10.0,3.0,0.0,0.0880339093576785,0.0,0.93,4.4310401043364855,0.0,0.058689272905119,0.0,1.0,0.0,0.0,0.0,0.0,0.4536986301369863,14.518356164383562,0.3225806451612903,-0.0411938911046215,0.0,1.0,mid,4.0,0.2158602017210369,1
rodrigo gomes,667121.0,20.0,Wolverhampton Wanderers,12000000.0,15000000.0,MID,25,797,2,0,7,0,0.0,0.0,0,23,0,0,0,0.0,0,0.0,0,0,4,0,0,0.0,0,1.0,37.0,304.0,1.0,0.034212290821902136,150,-0.010162534978878665,-0.14672592295090947,0.06890364853037645,3.8,long-term,0.3492324187970769,5.0,10.0,0.8,0.2258469259723964,0.0,0.2857142857142857,0.0,2.59723964868256,0.1204516938519447,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1534246575342465,3.068493150684932,0.2325581395348837,0.1746162093985384,0.0,1.0,mid,4.0,0.1365633879720308,1
yukinari sugawara,405385.0,24.0,Southampton,12000000.0,7000000.0,DEF,30,1555,1,0,14,4,0.18,0.89,110,31,18,6,74,0.51,7,0.5,4,0,15,0,0,0.0,0,1.0,20.0,185.0,1.0,0.028711846787340456,131,0.13313550299013813,-0.20342484285576076,0.059359032011877574,3.0,mid-term,0.08507170845792,3.0,10.0,1.7142857142857142,0.0578778135048231,0.0,0.0714285714285714,0.89,3.183279742765273,0.0463022508038585,0.0,0.0,0.0,1.0,0.0,0.0,2.52,0.2586301369863013,6.207123287671232,0.2857142857142857,0.025521512537376,0.0,1.0,mid,4.0,0.3365603458458989,1
jota silva,663244.0,25.0,Nottingham Forest,12000000.0,7000000.0,FWD,31,840,3,1,23,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,5,0,24,0,0,0.0,0,2.0,52.0,311.0,1.0,0.23074944996719376,167,0.028623639502045745,-0.028072956206076125,0.21157456502698568,3.2,long-term,0.0206777692502039,4.0,10.0,1.7142857142857142,0.3214285714285714,0.1071428571428571,0.1304347826086956,0.0,0.0,0.2785714285714286,0.0928571428571428,1.0,0.0,0.0,0.0,3.0,0.0,0.2595890410958903,6.48972602739726,0.2702702702702702,0.0082711077000815,0.0,1.0,mid,4.0,0.05669659570812187,1
james mcatee,583199.0,20.0,Manchester City,12000000.0,0.0,MID,15,342,3,0,12,0,0.0,0.0,0,5,0,0,0,0.0,0,0.0,1,0,6,0,0,0.0,0,0.0,0.0,365.0,0.0,0.2774488707332876,238,0.19442481375099407,0.21176923122378752,0.26554288084197264,4.0,long-term,0.0917890225105196,10.0,10.0,1.0,0.7894736842105263,0.0,0.25,0.0,1.3157894736842104,0.4210526315789473,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0917890225105196,0.0,1.0,mid,4.0,0.017344417472793444,1
diogo dalot,357147.0,21.0,Manchester United,12000000.0,500000.0,DEF,33,2813,0,3,25,13,0.12,0.71,71,68,8,0,39,0.34,22,0.41,5,0,40,8,0,0.0,0,0.0,0.0,365.0,0.0,0.27634205830665076,178,-0.21800336656369843,-0.2275714693907398,0.24678609416130887,1.2,mid-term,0.2451796605710908,9.0,10.0,24.0,0.0,0.0959829363668681,0.0,0.71,2.431567721293992,0.0,0.0575897618201208,0.0,0.0,1.0,0.0,0.0,3.0,0.01,0.21,0.5882352941176471,0.2206616945139818,0.0,1.0,mid,4.0,0.009568102827041375,1
abdukodir khusanov,763079.0,20.0,Manchester City,12000000.0,40000000.0,DEF,6,504,0,0,1,0,0.0,0.0,0,5,0,0,0,0.0,0,0.0,1,0,3,2,0,0.0,0,2.0,79.0,288.0,1.0,0.011989273665729609,199,-0.007959531335803403,-0.05660791353472795,0.06803285120637037,2.4,mid-term,0.1517995479126617,10.0,10.0,0.3,0.0,0.0,0.0,0.0,0.8928571428571428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2221917808219178,4.443835616438356,0.3448275862068966,0.1517995479126617,0.0,1.0,mid,4.0,0.04864838219892455,1
claudio echeverri,994536.0,18.0,Manchester City,12000000.0,18500000.0,FWD,1,5,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,1.0,25.0,232.0,3.0,0.027452570680018263,169,0.03012027786161736,-0.0048340753687508954,0.06986615012536343,3.2,long-term,-0.1068505084472031,10.0,10.0,0.6486486486486487,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2928767123287671,5.271780821917808,0.2702702702702702,-0.1068505084472031,0.0,1.0,mid,4.0,0.03495435323036826,1
luke thomas,505194.0,22.0,Leicester City,12000000.0,0.0,DEF,14,1112,0,0,5,0,0.0,0.89,81,31,19,13,11,0.58,15,0.5,3,0,16,2,0,0.0,0,1.0,21.0,300.0,1.0,0.06860940107332898,153,-0.0021153105792523163,0.08052527028521034,0.09388072660547614,2.3,mid-term,-0.0734877518743024,4.0,10.0,1.0,0.0,0.0,0.0,0.89,5.098920863309353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1756164383561644,3.863561643835617,0.3571428571428571,-0.0293951007497209,0.0,1.0,mid,4.0,0.08264058086446266,1
tariq lamptey,504148.0,24.0,Brighton & Hove Albion,11000000.0,6000000.0,DEF,15,860,2,2,6,0,0.0,0.0,0,17,0,0,0,0.0,0,0.0,0,0,15,1,0,0.0,0,1.0,22.0,343.0,3.0,0.05178549754820783,139,0.15788229488801175,0.101083731499033,0.07790818994208713,0.5,expiring,0.2457757123441817,5.0,10.0,1.8333333333333333,0.2093023255813953,0.2093023255813953,0.3333333333333333,0.0,1.7790697674418603,0.1674418604651162,0.1674418604651162,0.0,0.0,1.0,0.0,4.0,0.0,0.2920547945205479,7.009315068493151,1.0,0.1228878561720908,0.0,1.0,mid,4.0,0.05679856338897875,1
christian nørgaard,148367.0,31.0,Brentford,11000000.0,11600000.0,MID,34,2829,5,0,39,12,0.12,0.91,45,79,7,2,33,0.41,16,0.42,8,1,44,4,0,0.0,0,1.0,13.0,344.0,3.0,0.016241841021165118,177,0.11664438483775914,0.20801996714968943,0.06441624176176863,4.6,long-term,-0.091220136406365,5.0,10.0,0.9482758620689656,0.1590668080593849,0.0,0.1282051282051282,0.91,2.799575821845175,0.1166489925768823,0.0,0.0,1.0,0.0,0.0,0.0,4.68,0.3615068493150685,11.206712328767123,0.196078431372549,-0.0456100682031825,0.0,1.0,mid,4.0,0.09137558231193028,1
julio enciso,660867.0,18.0,Ipswich Town,11000000.0,11600000.0,MID,25,1164,2,3,52,9,0.1,0.84,366,12,4,1,171,0.56,0,0.0,3,0,12,0,0,0.0,0,0.0,0.0,365.0,0.0,0.131810983092687,185,0.019914948057699815,-0.20300326827277237,0.14771224360943633,0.6,expiring,0.1326489655873289,3.0,10.0,0.9482758620689656,0.1546391752577319,0.2319587628865979,0.0384615384615384,0.84,1.3144329896907216,0.0618556701030927,0.0927835051546391,0.0,1.0,0.0,0.0,6.0,5.2,0.0,0.0,0.9090909090909092,0.0397946896761986,0.0,1.0,mid,4.0,0.22291821633047218,1
jens cajuste,468066.0,25.0,Ipswich Town,10000000.0,1500000.0,MID,30,1976,1,1,12,10,0.0,0.79,60,44,12,3,63,0.37,6,0.33,2,0,24,0,0,0.0,0,1.0,35.0,165.0,1.0,0.12362997663727243,133,-0.1080020123094908,0.06649266848347574,0.12640112350623056,3.5,long-term,0.1157906581965452,3.0,10.0,6.666666666666667,0.0455465587044534,0.0455465587044534,0.0833333333333333,0.79,2.687246963562753,0.0394736842105263,0.0394736842105263,0.0,1.0,0.0,0.0,1.0,0.0,0.2795890410958904,6.98972602739726,0.25,0.0347371974589635,0.0,1.0,mid,4.0,0.17449468079296654,1
daniel muñoz,493003.0,27.0,Crystal Palace,10000000.0,8000000.0,DEF,37,3233,4,5,37,24,0.17,0.86,61,123,5,4,62,0.47,17,0.35,10,0,56,11,0,0.0,0,1.0,20.0,250.0,1.0,0.25750299497340223,342,0.06428667802272177,0.12083489205781166,0.282749598978884,2.3,mid-term,-0.0082656884641755,5.0,10.0,1.25,0.111351685740798,0.1391896071759975,0.1081081081081081,0.86,3.674605629446335,0.111351685740798,0.1391896071759975,0.0,0.0,1.0,0.0,20.0,6.29,0.253013698630137,6.831369863013699,0.3571428571428571,-0.0041328442320877,0.0,1.0,mid,4.0,0.05654821403508989,1
armel bella-kotchap,467563.0,20.0,Southampton,10000000.0,12000000.0,DEF,4,329,0,0,1,0,0.0,0.0,0,7,0,0,0,0.0,0,0.0,0,0,3,0,0,0.0,0,1.0,37.0,158.0,1.0,0.004459125026903436,124,-3.480612085794394e-05,-0.02840547424361167,0.04028422468166956,0.5,expiring,-0.0459066095260752,3.0,10.0,0.8333333333333334,0.0,0.0,0.0,0.0,1.9148936170212765,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2334246575342465,4.668493150684931,1.0,-0.0137719828578225,0.0,1.0,mid,4.0,0.028370668122753726,1
joe aribo,468198.0,25.0,Southampton,10000000.0,8200000.0,MID,32,2018,3,0,17,10,0.15,0.8,115,47,12,2,111,0.48,40,0.33,1,0,20,0,0,0.0,0,1.0,37.0,151.0,2.0,-0.019758489843196336,140,-0.12586934406443234,0.03667088544825986,0.028127099067804525,2.6,mid-term,-0.2004988698731256,3.0,10.0,1.2195121951219512,0.1337958374628345,0.0,0.1764705882352941,0.8,2.7205153617443014,0.1159563924677899,0.0,0.0,1.0,0.0,0.0,0.0,2.55,0.3472602739726027,8.681506849315069,0.3225806451612903,-0.0601496609619377,0.0,1.0,mid,4.0,0.1625402295126922,0
issa diop,272622.0,25.0,Fulham,10000000.0,17800000.0,DEF,21,1335,0,0,5,2,0.0,0.79,84,26,7,0,80,0.53,7,0.28,2,0,10,1,0,0.0,0,0.0,0.0,365.0,0.0,0.09067937567187442,141,-0.1275934676086506,0.06888803242882309,0.10573330522805435,3.9,long-term,0.0216733448697996,5.0,10.0,0.5617977528089888,0.0,0.0,0.0,0.79,2.224719101123596,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,1.25,0.2272727272727272,0.0108366724348998,0.0,1.0,mid,4.0,0.19648150003747367,1
dango ouattara,823231.0,20.0,Bournemouth,10000000.0,22500000.0,MID,32,2006,7,0,62,18,0.11,0.75,130,35,44,6,163,0.53,58,0.42,3,0,16,2,0,0.0,0,2.0,29.0,55.0,2.0,0.22330755453175016,148,0.08446500834776106,-0.09832572599068026,0.20067093252786944,3.6,long-term,-0.2255954402897761,4.0,10.0,0.4444444444444444,0.3140578265204387,0.0,0.1129032258064516,0.75,3.813559322033898,0.1674975074775672,0.0,0.0,1.0,0.0,0.0,0.0,6.82,0.4098630136986301,8.197260273972603,0.2439024390243902,-0.0902381761159104,0.0,1.0,mid,4.0,0.18279073433844134,1
lucas bergvall,866246.0,18.0,Tottenham Hotspur,10000000.0,20000000.0,MID,27,1206,0,1,12,3,0.0,0.83,107,39,25,4,88,0.57,39,0.58,3,0,20,1,0,0.0,0,0.0,0.0,365.0,0.0,-0.10627809025149938,110,-0.08495259468814827,-0.1568018605409007,-0.041427630209016596,0.9,expiring,0.1592520098448902,7.0,10.0,0.5,0.0,0.0746268656716418,0.0,0.83,5.074626865671642,0.0,0.0298507462686567,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.1114764068914231,0.0,1.0,mid,4.0,0.07184926585275243,0
lewis hall,670858.0,18.0,Newcastle United,10000000.0,0.0,DEF,27,2192,0,4,11,32,0.18,0.62,134,58,2,0,99,0.36,58,0.43,3,0,9,7,0,0.0,0,0.0,0.0,365.0,0.0,0.22127175780177857,135,0.11469412271256517,0.06754686791417334,0.19534977092078548,2.7,mid-term,-0.0517633525979106,7.0,10.0,1.0,0.0,0.1642335766423357,0.0,0.62,2.4635036496350367,0.0,0.0656934306569343,0.0,0.0,1.0,0.0,0.0,1.98,0.0,0.0,0.3125,-0.0362343468185374,0.0,1.0,mid,4.0,0.047147254798391824,1
bart verbruggen,565093.0,20.0,Brighton & Hove Albion,10000000.0,20000000.0,GKP,36,3240,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,6,0,0,7,91,0.61,58,1.0,35.0,257.0,2.0,0.12976395044879901,170,0.031041494422658203,-0.14147911196723723,0.14178381626321024,0.7,expiring,-0.2629577853968289,5.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2391780821917808,4.7835616438356166,0.8333333333333334,-0.1314788926984144,0.0,1.0,mid,4.0,0.17252060638989541,1
