Player Name,player_id,age,Club,market_value,fee,Position,Appearances,Minutes,Goals,Assists,Shots,Shots On Target,Conversion %,Passes%,Progressive Carries,Tackles,Interceptions,Blocks,gDuels Won,gDuels %,aDuels Won,aDuels %,Yellow Cards,Red Cards,Fouls,Clean Sheets,Saves,Saves %,Goals Conceded,injury_count,days_injured,days_since_injury,injury_severity,sentiment_polarity,mention_frequency,sentiment_trend_30d,sentiment_trend_90d,sentiment_score,contract_years_remaining,contract_status,market_value_change_rate,club_financial_strength,league_competitiveness,value_to_fee_ratio,goals_per_90,assists_per_90,goals_per_shot,pass_completion_rate,defensive_actions_per_90,age_adjusted_goals,age_adjusted_assists,is_forward,is_midfielder,is_defender,is_goalkeeper,goal_assist_product,shot_conversion_product,injury_risk_score,age_injury_interaction,contract_urgency,market_momentum,is_summer_window,is_winter_window,season_phase,months_to_summer_window
youri tielemans,249565.0,26.0,Aston Villa,25000000.0,0.0,MID,36,3032,3,7,41,6,0.07,0.85,98,84,11,9,50,0.56,5,0.36,4,0,41,4,0,0.0,0,0.0,0.0,365.0,0.0,0.3373773920892973,255.0,-0.0575728385284198,0.1500849134577511,0.3125877508860845,4.5,long-term,0.237437232903806,6.0,10.0,1.0,0.0890501319261213,0.2077836411609498,0.073170731707317,0.85,3.0870712401055407,0.0831134564643799,0.1939313984168865,0.0,1.0,0.0,0.0,21.0,2.87,0.06,1.56,0.2,0.1424623397422836,0.0,1.0,mid,4.0
danilo,808509.0,21.0,Nottingham Forest,25000000.0,20000000.0,MID,8,275,0,0,0,0,0.0,0.0,0,8,0,0,0,0.0,0,0.0,0,0,2,0,0,0.0,0,3.0,112.0,81.0,1.0,0.0060773288036756,283.0,0.0820947373415533,0.2526545174353002,0.0890693149777577,2.7,mid-term,0.1693992706923953,4.0,10.0,1.25,0.0,0.0,0.0,0.0,2.618181818181818,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4056164383561644,8.517945205479453,0.3125,0.0677597082769581,0.0,1.0,mid,4.0
callum hudson-odoi,392768.0,21.0,Nottingham Forest,25000000.0,0.0,MID,31,2201,5,2,37,4,0.07,0.9,332,22,20,17,100,0.65,44,0.57,2,0,12,3,0,0.0,0,0.0,0.0,365.0,0.0,-0.1332832790969504,354.0,-0.0805277755683629,0.1684956146322233,0.0127956107260407,3.0,mid-term,-0.1597848176122271,4.0,10.0,1.0,0.2044525215810995,0.0817810086324398,0.1351351351351351,0.9,2.412539754656974,0.1226715129486596,0.0490686051794638,0.0,1.0,0.0,0.0,10.0,2.5900000000000003,0.01,0.21,0.2857142857142857,-0.0639139270448908,0.0,1.0,mid,4.0
tyler dibling,866655.0,19.0,Southampton,25000000.0,40500000.0,FWD,33,1874,2,0,28,3,0.0,0.74,158,34,19,12,132,0.6,20,0.49,6,0,0,0,0,0.0,0,1.0,13.0,261.0,2.0,0.1705918526692923,254.0,-0.0733358024376013,0.0372081165552512,0.1955381729923807,4.4,long-term,-0.2075817359807932,3.0,10.0,0.6172839506172839,0.096051227321238,0.0,0.0714285714285714,0.74,3.121664887940235,0.0448239060832444,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.226986301369863,4.312739726027397,0.2040816326530612,-0.0622745207942379,0.0,1.0,mid,4.0
sergio reguilón,282429.0,23.0,Tottenham Hotspur,25000000.0,30000000.0,DEF,4,195,0,0,2,0,0.0,0.0,0,4,0,0,0,0.0,0,0.0,2,0,2,0,0,0.0,0,0.0,0.0,365.0,0.0,0.0558918975914202,300.0,-0.0885758490635087,-0.263003014948497,0.129034418224084,3.9,long-term,-0.1520136250629394,7.0,10.0,0.8333333333333334,0.0,0.0,0.0,0.0,1.8461538461538465,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03,0.69,0.2272727272727272,-0.1064095375440576,0.0,1.0,mid,4.0
jørgen strand larsen,429983.0,24.0,Wolverhampton Wanderers,25000000.0,3000000.0,FWD,35,2599,0,0,54,29,0.19,0.81,166,10,14,0,92,0.41,8,0.22,4,0,46,1,0,0.0,0,0.0,0.0,365.0,0.0,-0.0862818968453855,375.0,0.0262635116189137,-0.0674976938881676,0.0519902845958425,0.5,expiring,0.0866396196658766,5.0,10.0,8.333333333333334,0.0,0.0,0.0,0.81,0.8310888803385917,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.26,0.04,0.9600000000000002,1.0,0.0433198098329383,0.0,1.0,mid,4.0
conor coady,128901.0,29.0,Leicester City,25000000.0,0.0,DEF,22,1713,1,0,2,1,0.0,0.87,56,13,9,11,21,0.66,21,0.66,3,0,8,2,0,0.0,0,0.0,0.0,365.0,0.0,0.0268694936572113,250.0,-0.0122074238759683,-0.4256198869415952,0.0937337204851228,4.6,long-term,0.2867274425517045,4.0,10.0,1.0,0.052539404553415,0.0,0.5,0.87,1.733800350262697,0.0455341506129597,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,2.6100000000000003,0.196078431372549,0.1146909770206818,0.0,1.0,mid,4.0
igor thiago,739443.0,23.0,Brentford,25000000.0,33000000.0,FWD,8,168,0,0,2,0,0.0,0.0,0,5,0,0,0,0.0,0,0.0,0,0,3,0,0,0.0,0,0.0,0.0,365.0,0.0,0.3528326198911209,293.0,-0.1687896729172334,0.1670605575916492,0.3347950217359725,0.7,expiring,0.1982673778882834,5.0,10.0,0.7575757575757576,0.0,0.0,0.0,0.0,2.6785714285714284,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.69,0.8333333333333334,0.0991336889441417,0.0,1.0,mid,4.0
ryan sessegnon,392775.0,20.0,Fulham,25000000.0,0.0,DEF,16,580,4,2,14,0,0.0,0.0,0,27,0,0,0,0.0,0,0.0,1,0,20,0,0,0.0,0,1.0,10.0,173.0,1.0,0.2788530326310029,372.0,-0.0202970884136756,-0.2375652281714299,0.3066856343302135,0.7,expiring,0.0532869801452156,5.0,10.0,1.0,0.6206896551724138,0.3103448275862069,0.2857142857142857,0.0,4.189655172413794,0.3310344827586207,0.1655172413793103,0.0,0.0,1.0,0.0,8.0,0.0,0.2252054794520548,4.5041095890410965,0.8333333333333334,0.0266434900726078,0.0,1.0,mid,4.0
boubacar kamara,394327.0,22.0,Aston Villa,25000000.0,0.0,MID,26,1725,1,0,10,0,0.0,0.88,129,50,27,10,86,0.54,22,0.67,2,0,0,6,0,0.0,0,0.0,0.0,365.0,0.0,0.0006589580106451,272.0,0.0083663807343259,-0.1872936735813642,0.0819797521259331,4.4,long-term,-0.1346066353738215,6.0,10.0,1.0,0.0521739130434782,0.0,0.1,0.88,4.539130434782609,0.0347826086956521,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02,0.44,0.2040816326530612,-0.0807639812242929,0.0,1.0,mid,4.0
oleksandr zinchenko,203853.0,25.0,Arsenal,25000000.0,35000000.0,DEF,15,522,0,0,10,0,0.0,0.0,0,6,0,0,0,0.0,0,0.0,1,0,8,1,0,0.0,0,1.0,27.0,122.0,1.0,0.1134103114290875,342.0,0.182993346003832,-0.0785780530125112,0.1818847204978637,1.5,mid-term,0.0086413760430709,8.0,10.0,0.7142857142857143,0.0,0.0,0.0,0.0,1.0344827586206895,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3031506849315068,7.578767123287671,0.5,0.0069131008344567,0.0,1.0,mid,4.0
andré,800176.0,23.0,Wolverhampton Wanderers,25000000.0,22000000.0,MID,33,2484,0,0,10,1,0.0,0.93,118,91,37,8,141,0.6,2,0.25,7,0,36,5,0,0.0,0,0.0,0.0,365.0,0.0,0.0560541578361607,258.0,0.0570896855714626,0.1343782885273579,0.1165605878079898,4.3,long-term,0.0652050506171245,5.0,10.0,1.1363636363636365,0.0,0.0,0.0,0.93,4.927536231884058,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03,0.69,0.2083333333333333,0.0326025253085622,0.0,1.0,mid,4.0
luis guilherme,991800.0,18.0,West Ham United,24000000.0,23000000.0,MID,12,139,0,0,4,0,0.0,0.0,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,365.0,0.0,-0.0412831667562293,266.0,-0.0478845595104836,-0.1733362293456433,0.0508220629909191,0.8,expiring,0.2004802911849159,6.0,10.0,1.0434782608695652,0.0,0.0,0.0,0.0,0.6474820143884893,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307692,0.1202881747109495,0.0,1.0,mid,4.0
willian,52769.0,32.0,Fulham,22500000.0,0.0,FWD,10,253,0,0,7,0,0.0,0.0,0,4,0,0,0,0.0,0,0.0,0,0,1,0,0,0.0,0,1.0,29.0,348.0,2.0,0.0253986493481083,310.0,0.0928020288509742,-0.0750505608185644,0.1106861474507687,2.8,mid-term,-0.1313918541772792,5.0,10.0,1.0,0.0,0.0,0.0,0.0,1.4229249011857708,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3093150684931507,9.898082191780825,0.303030303030303,-0.0656959270886396,0.0,1.0,mid,4.0
james tarkowski,173504.0,29.0,Everton,22000000.0,0.0,DEF,33,2924,1,0,15,6,0.07,0.92,62,64,13,5,32,0.45,13,0.57,6,0,35,10,0,0.0,0,2.0,50.0,302.0,2.0,-0.0269663662349524,231.0,-0.1155826261247588,0.0971669362882551,0.0503543128663025,2.7,mid-term,-0.0124893219986937,4.0,10.0,1.0,0.0307797537619699,0.0,0.0666666666666666,0.92,2.5239398084815323,0.0266757865937072,0.0,0.0,0.0,1.0,0.0,0.0,1.05,0.3645205479452055,10.57109589041096,0.3125,-0.0049957287994774,0.0,1.0,mid,4.0
patson daka,365172.0,22.0,Leicester City,22000000.0,30000000.0,FWD,23,721,1,0,15,0,0.0,0.0,0,19,0,0,0,0.0,0,0.0,0,0,15,0,0,0.0,0,1.0,26.0,213.0,1.0,0.3098112108571322,224.0,-0.0194305775805648,0.0060475567283792,0.2840007147328597,4.9,long-term,0.029938714246825,4.0,10.0,0.7333333333333333,0.1248266296809986,0.0,0.0666666666666666,0.0,2.371705963938973,0.0832177531206657,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2232876712328767,4.912328767123288,0.1851851851851851,0.01197548569873,0.0,1.0,mid,4.0
jan bednarek,243028.0,26.0,Southampton,22000000.0,0.0,DEF,30,2535,2,0,5,5,0.06,0.89,494,36,24,22,73,0.58,83,0.62,7,0,31,3,0,0.0,0,1.0,18.0,19.0,2.0,-0.1272753119924434,227.0,0.0085046730376967,-0.0233472667690921,-0.0210607503627423,1.9,mid-term,0.0525060542016815,3.0,10.0,1.0,0.0710059171597633,0.0,0.4,0.89,2.911242603550296,0.0662721893491124,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.4295890410958904,11.16931506849315,0.4166666666666667,0.0157518162605044,0.0,1.0,mid,4.0
danny ings,134294.0,29.0,West Ham United,22000000.0,29400000.0,FWD,15,270,1,2,14,0,0.0,0.0,0,4,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,365.0,0.0,0.1894316710228918,240.0,-0.1440583995920684,0.1256593616805223,0.2045302416440962,3.7,long-term,0.1751605199475829,6.0,10.0,0.7482993197278912,0.3333333333333333,0.6666666666666667,0.0714285714285714,0.0,1.3333333333333337,0.2888888888888889,0.5777777777777778,1.0,0.0,0.0,0.0,2.0,0.0,0.09,2.6100000000000003,0.238095238095238,0.1050963119685497,0.0,1.0,mid,4.0
robert sánchez,403151.0,25.0,Chelsea,22000000.0,23000000.0,GKP,32,2880,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,5,0,2,10,95,0.74,34,0.0,0.0,365.0,0.0,0.0241908674480933,347.0,-0.1100198481363083,0.0442336804586641,0.1209296112096693,1.0,expiring,0.1289048427171305,9.0,10.0,0.9565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,1.25,0.6666666666666666,0.1160143584454174,0.0,1.0,mid,4.0
jesper lindstrøm,513245.0,24.0,Everton,22000000.0,2000000.0,MID,25,1240,0,1,28,7,0.18,0.9,141,45,20,11,95,0.55,26,0.52,2,0,15,1,0,0.0,0,2.0,24.0,83.0,1.0,0.207121763503133,228.0,0.1642177872507239,0.3493111001773551,0.2133169027838614,4.9,long-term,0.0367398040455504,4.0,10.0,11.0,0.0,0.0725806451612903,0.0,0.9,5.516129032258064,0.0,0.0580645161290322,0.0,1.0,0.0,0.0,0.0,5.04,0.3745205479452055,8.988493150684931,0.1851851851851851,0.0146959216182201,0.0,1.0,mid,4.0
emile smith rowe,392765.0,24.0,Fulham,22000000.0,31800000.0,MID,34,2061,6,3,37,2,0.14,0.86,107,31,12,13,44,0.69,26,0.57,3,0,19,0,0,0.0,0,0.0,0.0,365.0,0.0,0.2836455440794618,242.0,-0.1047878740228367,0.1376921586850153,0.2710793533830957,3.0,mid-term,0.1976190726857011,5.0,10.0,0.6918238993710691,0.2620087336244541,0.131004366812227,0.1621621621621621,0.86,2.445414847161572,0.2096069868995633,0.1048034934497816,0.0,1.0,0.0,0.0,18.0,5.180000000000001,0.04,0.9600000000000002,0.2857142857142857,0.0988095363428505,0.0,1.0,mid,4.0
ross barkley,131978.0,26.0,Aston Villa,21500000.0,0.0,MID,20,569,3,1,16,0,0.0,0.0,0,14,0,0,0,0.0,0,0.0,3,0,8,1,0,0.0,0,1.0,27.0,317.0,1.0,0.26514301435951,273.0,-0.1281714162090458,0.1127113758517538,0.2674182918698388,0.8,expiring,-0.0299904424931493,6.0,10.0,1.0,0.4745166959578207,0.1581722319859402,0.1875,0.0,2.2144112478031635,0.4428822495606327,0.1476274165202108,0.0,1.0,0.0,0.0,3.0,0.0,0.2063013698630137,5.363835616438356,0.7692307692307692,-0.0179942654958896,0.0,1.0,mid,4.0
rayan aït-nouri,578391.0,19.0,Wolverhampton Wanderers,20000000.0,0.0,DEF,37,3127,4,7,36,3,0.09,0.88,53,89,13,5,27,0.48,24,0.73,5,1,0,0,0,0.0,0,0.0,0.0,365.0,0.0,0.0826528137610189,228.0,0.1101261982604774,0.0466293343627654,0.1261886379643816,2.6,mid-term,0.1633637582599683,5.0,10.0,1.0,0.1151263191557403,0.2014710585225455,0.1111111111111111,0.88,3.079629037416053,0.0537256156060121,0.0940198273105212,0.0,0.0,1.0,0.0,28.0,3.24,0.0,0.0,0.3225806451612903,0.0816818791299841,0.0,1.0,mid,4.0
kevin de bruyne,88755.0,34.0,Manchester City,20000000.0,0.0,MID,28,1704,4,7,57,27,0.2,0.64,121,17,5,4,107,0.47,90,0.53,2,0,17,4,0,0.0,0,3.0,79.0,89.0,1.0,0.1474990841510808,234.0,0.0347468510102388,0.2644487623277229,0.1733792290356267,4.9,long-term,-0.0813247003865383,10.0,10.0,1.0,0.2112676056338028,0.3697183098591549,0.0701754385964912,0.64,1.3732394366197185,0.1126760563380281,0.1971830985915493,0.0,1.0,0.0,0.0,28.0,11.4,0.5312328767123288,18.061917808219174,0.1851851851851851,-0.0813247003865383,0.0,1.0,mid,4.0
patrick dorgu,926952.0,20.0,Manchester United,20000000.0,30000000.0,DEF,12,842,0,0,10,0,0.0,0.0,0,31,0,0,0,0.0,0,0.0,3,1,17,2,0,0.0,0,0.0,0.0,365.0,0.0,-0.1990246996045164,218.0,-0.0807649060056611,-0.0347996367267047,-0.0739826243884961,2.2,mid-term,0.632108780122057,9.0,10.0,0.6666666666666666,0.0,0.0,0.0,0.0,3.3135391923990496,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3703703703703703,0.5688979021098513,0.0,1.0,mid,4.0
dean henderson,258919.0,23.0,Crystal Palace,20000000.0,0.0,GKP,38,3420,0,0,1,0,0.0,0.0,0,2,0,0,0,0.0,0,0.0,3,0,0,11,104,0.67,51,0.0,0.0,365.0,0.0,-0.2978154443555485,551.0,-0.1074354727363567,-0.2035296073320534,-0.0433359459140188,3.8,long-term,-0.1413466831088893,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.69,0.2325581395348837,-0.0706733415544446,0.0,1.0,mid,4.0
marco asensio,296622.0,29.0,Aston Villa,20000000.0,0.0,DEF,13,745,3,1,24,0,0.0,0.0,0,7,0,0,0,0.0,0,0.0,2,0,11,2,0,0.0,0,4.0,155.0,175.0,1.0,0.0525275954624639,255.0,0.0267221439080208,0.0526241214074415,0.1131928932473011,4.1,long-term,0.0627364078240977,6.0,10.0,1.0,0.3624161073825503,0.1208053691275167,0.125,0.0,0.8456375838926173,0.3140939597315436,0.1046979865771812,0.0,0.0,1.0,0.0,3.0,0.0,0.4941095890410959,14.32917808219178,0.2173913043478261,0.0376418446944586,0.0,1.0,mid,4.0
álex moreno,193098.0,29.0,Nottingham Forest,20000000.0,13500000.0,DEF,15,959,0,1,6,46,0.23,0.77,145,25,3,2,67,0.33,27,0.33,2,0,12,1,0,0.0,0,0.0,0.0,365.0,0.0,0.079304533061797,225.0,-0.0408833881167601,0.2173518735687128,0.1229457405758253,1.2,mid-term,-0.139268345255988,4.0,10.0,1.4814814814814814,0.0,0.0938477580813347,0.0,0.77,2.815432742440042,0.0,0.08133472367049,0.0,0.0,1.0,0.0,0.0,1.38,0.09,2.6100000000000003,0.5882352941176471,-0.0557073381023952,0.0,1.0,mid,4.0
gabriel magalhães,435338.0,22.0,Arsenal,20000000.0,26000000.0,DEF,28,2365,3,1,22,25,0.15,0.79,216,25,5,0,77,0.37,17,0.3,4,0,19,10,0,0.0,0,0.0,0.0,365.0,0.0,0.2392373177002174,266.0,-0.0858214886733549,-0.236546497539195,0.2471864021104319,2.1,mid-term,0.2717332171768097,8.0,10.0,0.7692307692307693,0.1141649048625792,0.0380549682875264,0.1363636363636363,0.79,1.1416490486257929,0.0761099365750528,0.0253699788583509,0.0,0.0,1.0,0.0,3.0,3.3,0.02,0.44,0.3846153846153846,0.2173865737414478,0.0,1.0,mid,4.0
aaron wan-bissaka,477758.0,26.0,West Ham United,20000000.0,17600000.0,DEF,36,3154,2,5,16,5,0.13,0.83,251,70,66,11,160,0.62,23,0.41,1,0,25,5,0,0.0,0,2.0,66.0,13.0,1.0,0.162466646599481,226.0,-0.0022981135489516,0.158163777098906,0.1814589203519044,2.5,mid-term,-0.0494811981044643,6.0,10.0,1.1363636363636365,0.0570703868103994,0.1426759670259987,0.125,0.83,4.194673430564363,0.0532656943563728,0.1331642358909321,0.0,0.0,1.0,0.0,10.0,2.08,0.4328767123287671,11.254794520547945,0.3333333333333333,-0.0296887188626785,0.0,1.0,mid,4.0
carlos soler,372246.0,27.0,West Ham United,20000000.0,0.0,MID,31,1404,1,0,25,10,0.03,0.8,59,16,14,10,102,0.62,39,0.67,6,0,26,0,0,0.0,0,2.0,45.0,83.0,1.0,0.0052958060325449,203.0,0.052601252344106,-0.0195860045845371,0.0645462250619423,3.9,long-term,-0.263890171483336,6.0,10.0,1.0,0.0641025641025641,0.0,0.04,0.8,2.5641025641025643,0.0641025641025641,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.4045205479452055,10.922054794520548,0.2272727272727272,-0.1583341028900016,0.0,1.0,mid,4.0
crysencio summerville,474701.0,22.0,West Ham United,20000000.0,29300000.0,FWD,19,780,1,0,14,0,0.0,0.0,0,13,0,0,0,0.0,0,0.0,2,0,9,0,0,0.0,0,0.0,0.0,365.0,0.0,-0.0172921971819794,239.0,0.0830976669588488,-0.0243880565426652,0.059523833600986,3.9,long-term,0.2363224534844583,6.0,10.0,0.6825938566552902,0.1153846153846153,0.0,0.0714285714285714,0.0,1.5,0.0769230769230769,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.44,0.2272727272727272,0.1417934720906749,0.0,1.0,mid,4.0
takehiro tomiyasu,331560.0,22.0,Arsenal,20000000.0,18600000.0,DEF,1,6,0,0,1,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,365.0,0.0,-0.0611874508792372,216.0,-0.155061703148637,-0.270367231566099,0.0219040491197986,4.5,long-term,-0.0825418837607667,8.0,10.0,1.075268817204301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02,0.44,0.2,-0.0660335070086134,0.0,1.0,mid,4.0
filip jørgensen,585323.0,22.0,Chelsea,20000000.0,24500000.0,GKP,6,540,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,1,1,20,0.0,0,1.0,10.0,318.0,1.0,0.0157064719018142,262.0,0.0706329852878647,0.0337482444280053,0.0895160088527484,2.2,mid-term,-0.077002678377684,9.0,10.0,0.8163265306122449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1657534246575342,3.646575342465753,0.3703703703703703,-0.0693024105399156,0.0,1.0,mid,4.0
marc cucurella,284857.0,23.0,Chelsea,20000000.0,18000000.0,DEF,36,2989,5,1,24,7,0.2,0.84,185,67,28,23,99,0.64,69,0.54,8,1,37,9,0,0.0,0,1.0,31.0,195.0,2.0,0.1257226946276779,217.0,-0.0421565374412673,0.1532358127839479,0.1530408512743395,4.0,long-term,0.221884914651904,9.0,10.0,1.1111111111111112,0.1505520240883238,0.0301104048176647,0.2083333333333333,0.84,3.553027768484444,0.1104048176647708,0.0220809635329541,0.0,0.0,1.0,0.0,5.0,4.800000000000001,0.3031506849315069,6.972465753424658,0.2222222222222222,0.1996964231867136,0.0,1.0,mid,4.0
alex scott,855256.0,19.0,Bournemouth,20000000.0,23000000.0,MID,20,751,0,0,15,0,0.0,0.0,0,27,0,0,0,0.0,0,0.0,3,0,17,0,0,0.0,0,0.0,0.0,365.0,0.0,0.3715228535999497,205.0,-0.1121783172614979,-0.1217384247590311,0.3215045589585262,3.8,long-term,-0.0827882780908983,4.0,10.0,0.8695652173913043,0.0,0.0,0.0,0.0,3.2356857523302263,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2325581395348837,-0.0331153112363593,0.0,1.0,mid,4.0
pervis estupiñán,349599.0,24.0,Brighton & Hove Albion,20000000.0,17800000.0,DEF,30,2403,1,1,28,16,0.13,0.89,114,65,9,1,61,0.47,3,0.25,5,0,36,3,0,0.0,0,1.0,37.0,353.0,2.0,0.1251494710571485,370.0,0.1997678211815836,-0.0985719650346348,0.1984937406291148,3.6,long-term,-0.1609310394137714,5.0,10.0,1.1235955056179776,0.0374531835205992,0.0374531835205992,0.0357142857142857,0.89,2.808988764044944,0.0299625468164794,0.0299625468164794,0.0,0.0,1.0,0.0,1.0,3.64,0.2265753424657534,5.437808219178082,0.2439024390243902,-0.0804655197068857,0.0,1.0,mid,4.0
pablo sarabia,74230.0,30.0,Wolverhampton Wanderers,20000000.0,5000000.0,MID,23,805,3,0,17,0,0.0,0.0,0,16,0,0,0,0.0,0,0.0,3,0,16,0,0,0.0,0,0.0,0.0,365.0,0.0,0.3114387287957475,245.0,0.0403227248935067,0.0084350750237666,0.2914336835835966,4.8,long-term,-0.0530356182015173,5.0,10.0,4.0,0.3354037267080745,0.0,0.1764705882352941,0.0,1.7888198757763976,0.2683229813664596,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,3.0,0.1886792452830188,-0.0265178091007586,0.0,1.0,mid,4.0
sean longstaff,346707.0,27.0,Newcastle United,20000000.0,13800000.0,MID,25,786,0,0,6,0,0.0,0.0,0,27,0,0,0,0.0,0,0.0,2,0,9,2,0,0.0,0,0.0,0.0,365.0,0.0,0.0811062062237465,206.0,0.0160804054862029,0.2229498621431533,0.1185126060948843,4.4,long-term,0.3818236556222249,7.0,10.0,1.4492753623188406,0.0,0.0,0.0,0.0,3.0916030534351147,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0699999999999999,1.89,0.2040816326530612,0.2672765589355574,0.0,1.0,mid,4.0
callum wilson,123682.0,28.0,Newcastle United,20000000.0,22250000.0,FWD,18,357,0,0,6,0,0.0,0.0,0,2,0,0,0,0.0,0,0.0,1,0,4,0,0,0.0,0,1.0,24.0,86.0,1.0,0.1334007945926958,243.0,-0.2002365694793905,-0.0151531258702972,0.1662077290420598,4.5,long-term,-0.014346080769521,7.0,10.0,0.898876404494382,0.0,0.0,0.0,0.0,0.5042016806722689,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3528767123287671,9.880547945205478,0.2,-0.0100422565386647,0.0,1.0,mid,4.0
brajan gruda,700106.0,20.0,Brighton & Hove Albion,20000000.0,31500000.0,MID,21,681,1,4,11,0,0.0,0.0,0,16,0,0,0,0.0,0,0.0,0,0,7,0,0,0.0,0,1.0,21.0,76.0,5.0,-0.0587658892780279,338.0,0.1619858837863715,-0.1576269231044058,0.0601625788040817,2.8,mid-term,-0.0044741822184086,5.0,10.0,0.6349206349206349,0.13215859030837,0.5286343612334802,0.0909090909090909,0.0,2.1145374449339207,0.0704845814977973,0.2819383259911894,0.0,1.0,0.0,0.0,4.0,0.0,0.5183561643835617,10.367123287671234,0.303030303030303,-0.0022370911092043,0.0,1.0,mid,4.0
jarell quansah,632349.0,22.0,Liverpool,20000000.0,35000000.0,DEF,13,488,0,0,1,0,0.0,0.0,0,12,0,0,0,0.0,0,0.0,2,0,9,0,0,0.0,0,0.0,0.0,365.0,0.0,0.0565478251979501,212.0,-0.121958185727598,-0.0776443022337863,0.1031199411750286,2.1,mid-term,0.1856190677554558,9.0,10.0,0.5714285714285714,0.0,0.0,0.0,0.0,2.2131147540983607,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02,0.44,0.3846153846153846,0.1670571609799102,0.0,1.0,mid,4.0
ederson,238223.0,32.0,Manchester City,20000000.0,11000000.0,GKP,26,2321,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,4,0,1,10,54,0.68,26,2.0,36.0,115.0,1.0,0.173903336749147,278.0,-0.0400042414849013,-0.1761527457196824,0.2050490190410862,3.2,long-term,0.150839673135008,10.0,10.0,1.818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.436986301369863,13.983561643835618,0.2702702702702702,0.150839673135008,0.0,1.0,mid,4.0
caoimhín kelleher,340918.0,26.0,Liverpool,20000000.0,14800000.0,GKP,10,900,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,4,27,0.69,12,0.0,0.0,365.0,0.0,0.1644336604935095,253.0,-0.0145531999186656,-0.2042025243866538,0.1909277381696325,2.3,mid-term,-0.3118940898664652,9.0,10.0,1.351351351351351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06,1.56,0.3571428571428571,-0.2807046808798187,0.0,1.0,mid,4.0
abdoulaye doucouré,127187.0,27.0,Everton,20000000.0,22000000.0,MID,33,2577,3,2,31,10,0.1,0.83,108,48,10,6,77,0.37,30,0.4,3,1,49,6,0,0.0,0,1.0,24.0,284.0,2.0,-0.0737033795425581,209.0,0.0756067942818719,-0.054938588875966,0.0110449969575719,3.1,long-term,0.3378369400346186,4.0,10.0,0.9090909090909092,0.1047729918509895,0.069848661233993,0.0967741935483871,0.83,2.2351571594877764,0.1047729918509895,0.069848661233993,0.0,1.0,0.0,0.0,6.0,3.1,0.2943835616438356,7.948356164383561,0.2777777777777778,0.1351347760138474,0.0,1.0,mid,4.0
