Name,season,market_val,ID,Age,OVA,performance_score,physical_index,technical_index,avg_sentiment,availability_score,injury_risk_score,is_peak_age,age_peak_diff,is_left_footed,contract_value_proxy,sentiment_performance_index,pos_defender,pos_forward,pos_goalkeeper,pos_midfielder,pos_other,log_market_val
Zanka,2012,1500000,183491,30,74,45.72,71.75,68.33,0.0,0.878,68.0,0,4,0,222.0,45.72,True,False,False,False,False,14.220976332738882
Zanka,2014,1500000,183491,30,74,45.72,71.75,68.33,0.0,0.878,68.0,0,4,0,222.0,45.72,True,False,False,False,False,14.220976332738882
Zanka,2017,1500000,183491,30,74,45.72,71.75,68.33,0.0,0.878,68.0,0,4,0,222.0,45.72,True,False,False,False,False,14.220976332738882
Zanka,2019,1500000,183491,30,74,45.72,71.75,68.33,0.0,0.878,68.0,0,4,0,222.0,45.72,True,False,False,False,False,14.220976332738882
Zanka,2021,1500000,183491,30,74,45.72,71.75,68.33,0.0,0.878,68.0,0,4,0,222.0,45.72,True,False,False,False,False,14.220976332738882
Yuri Berchiche,2012,8000000,183512,30,83,55.62,83.25,79.0,0.0,0.875,37.0,0,4,1,332.0,55.62,True,False,False,False,False,15.894952224644102
Yuri Berchiche,2014,8000000,183512,30,83,55.62,83.25,79.0,0.0,0.875,37.0,0,4,1,332.0,55.62,True,False,False,False,False,15.894952224644102
Yuri Berchiche,2017,8000000,183512,30,83,55.62,83.25,79.0,0.0,0.875,37.0,0,4,1,332.0,55.62,True,False,False,False,False,15.894952224644102
Yuri Berchiche,2018,8000000,183512,30,83,55.62,83.25,79.0,0.0,0.875,37.0,0,4,1,332.0,55.62,True,False,False,False,False,15.894952224644102
Rui Fonte,2009,2000000,183518,30,70,48.38,65.75,69.0,0.0,0.769,78.8,0,4,0,210.0,48.38,False,True,False,False,False,14.508658238524095
Rui Fonte,2010,2000000,183518,30,70,48.38,65.75,69.0,0.0,0.769,78.8,0,4,0,210.0,48.38,False,True,False,False,False,14.508658238524095
Rui Fonte,2011,2000000,183518,30,70,48.38,65.75,69.0,0.0,0.769,78.8,0,4,0,210.0,48.38,False,True,False,False,False,14.508658238524095
Rui Fonte,2012,2000000,183518,30,70,48.38,65.75,69.0,0.0,0.769,78.8,0,4,0,210.0,48.38,False,True,False,False,False,14.508658238524095
Rui Fonte,2015,2000000,183518,30,70,48.38,65.75,69.0,0.0,0.769,78.8,0,4,0,210.0,48.38,False,True,False,False,False,14.508658238524095
Rui Fonte,2016,2000000,183518,30,70,48.38,65.75,69.0,0.0,0.769,78.8,0,4,0,210.0,48.38,False,True,False,False,False,14.508658238524095
Rui Fonte,2017,2000000,183518,30,70,48.38,65.75,69.0,0.0,0.769,78.8,0,4,0,210.0,48.38,False,True,False,False,False,14.508658238524095
Rui Fonte,2018,2000000,183518,30,70,48.38,65.75,69.0,0.0,0.769,78.8,0,4,0,210.0,48.38,False,True,False,False,False,14.508658238524095
Rui Fonte,2019,2000000,183518,30,70,48.38,65.75,69.0,0.0,0.769,78.8,0,4,0,210.0,48.38,False,True,False,False,False,14.508658238524095
Rui Fonte,2021,2000000,183518,30,70,48.38,65.75,69.0,0.0,0.769,78.8,0,4,0,210.0,48.38,False,True,False,False,False,14.508658238524095
Fran Mérida,2010,1000000,183520,30,76,50.94,66.0,66.67,0.0,0.962,23.9,0,4,1,152.0,50.94,False,False,False,True,False,13.815511557963774
Fran Mérida,2011,1000000,183520,30,76,50.94,66.0,66.67,0.0,0.962,23.9,0,4,1,152.0,50.94,False,False,False,True,False,13.815511557963774
Fran Mérida,2012,1000000,183520,30,76,50.94,66.0,66.67,0.0,0.962,23.9,0,4,1,152.0,50.94,False,False,False,True,False,13.815511557963774
Fran Mérida,2016,1000000,183520,30,76,50.94,66.0,66.67,0.0,0.962,23.9,0,4,1,152.0,50.94,False,False,False,True,False,13.815511557963774
Fran Mérida,2020,1000000,183520,30,76,50.94,66.0,66.67,0.0,0.962,23.9,0,4,1,152.0,50.94,False,False,False,True,False,13.815511557963774
Roberto,2009,700000,183666,34,75,39.46,57.5,37.33,0.413,0.944,24.8,0,8,0,225.0,41.09,False,False,True,False,False,13.45883704259595
Roberto,2010,700000,183666,34,75,39.46,57.5,37.33,0.413,0.944,24.8,0,8,0,225.0,41.09,False,False,True,False,False,13.45883704259595
Roberto,2011,700000,183666,34,75,39.46,57.5,37.33,0.413,0.944,24.8,0,8,0,225.0,41.09,False,False,True,False,False,13.45883704259595
Roberto,2013,700000,183666,34,75,39.46,57.5,37.33,0.413,0.944,24.8,0,8,0,225.0,41.09,False,False,True,False,False,13.45883704259595
Roberto,2014,700000,183666,34,75,39.46,57.5,37.33,0.413,0.944,24.8,0,8,0,225.0,41.09,False,False,True,False,False,13.45883704259595
Roberto,2016,700000,183666,34,75,39.46,57.5,37.33,0.413,0.944,24.8,0,8,0,225.0,41.09,False,False,True,False,False,13.45883704259595
Roberto,2017,700000,183666,34,75,39.46,57.5,37.33,0.413,0.944,24.8,0,8,0,225.0,41.09,False,False,True,False,False,13.45883704259595
Roberto,2018,700000,183666,34,75,39.46,57.5,37.33,0.413,0.944,24.8,0,8,0,225.0,41.09,False,False,True,False,False,13.45883704259595
Roberto,2019,700000,183666,34,75,39.46,57.5,37.33,0.413,0.944,24.8,0,8,0,225.0,41.09,False,False,True,False,False,13.45883704259595
Roberto,2020,700000,183666,34,75,39.46,57.5,37.33,0.413,0.944,24.8,0,8,0,225.0,41.09,False,False,True,False,False,13.45883704259595
Aarón Ñíguez,2009,200000,183853,30,69,48.62,69.25,63.67,0.0,0.937,55.6,0,4,0,0.0,48.62,False,False,False,True,False,12.206077645517674
Aarón Ñíguez,2010,200000,183853,30,69,48.62,69.25,63.67,0.0,0.937,55.6,0,4,0,0.0,48.62,False,False,False,True,False,12.206077645517674
Aarón Ñíguez,2011,200000,183853,30,69,48.62,69.25,63.67,0.0,0.937,55.6,0,4,0,0.0,48.62,False,False,False,True,False,12.206077645517674
Aarón Ñíguez,2015,200000,183853,30,69,48.62,69.25,63.67,0.0,0.937,55.6,0,4,0,0.0,48.62,False,False,False,True,False,12.206077645517674
Aarón Ñíguez,2016,200000,183853,30,69,48.62,69.25,63.67,0.0,0.937,55.6,0,4,0,0.0,48.62,False,False,False,True,False,12.206077645517674
Leandrinho,2009,50000,184009,31,66,45.5,67.0,58.33,0.0,0.911,36.0,0,5,0,66.0,45.5,False,False,False,True,False,10.819798284210286
Leandrinho,2010,50000,184009,31,66,45.5,67.0,58.33,0.0,0.911,36.0,0,5,0,66.0,45.5,False,False,False,True,False,10.819798284210286
Leandrinho,2016,475000,184009,31,66,45.5,67.0,58.33,0.0,0.911,36.0,0,5,0,66.0,45.5,False,False,False,True,False,13.07107218827772
Leandrinho,2018,475000,184009,31,66,45.5,67.0,58.33,0.0,0.911,36.0,0,5,0,66.0,45.5,False,False,False,True,False,13.07107218827772
Leandrinho,2019,475000,184009,31,66,45.5,67.0,58.33,0.0,0.911,36.0,0,5,0,66.0,45.5,False,False,False,True,False,13.07107218827772
Leandrinho,2020,475000,184009,31,66,45.5,67.0,58.33,0.0,0.911,36.0,0,5,0,66.0,45.5,False,False,False,True,False,13.07107218827772
Licá,2009,300000,184031,30,71,49.2,72.25,66.0,0.0,0.995,11.5,0,4,0,142.0,49.2,False,True,False,False,False,12.611541086966115
Licá,2011,300000,184031,30,71,49.2,72.25,66.0,0.0,0.995,11.5,0,4,0,142.0,49.2,False,True,False,False,False,12.611541086966115
Licá,2013,300000,184031,30,71,49.2,72.25,66.0,0.0,0.995,11.5,0,4,0,142.0,49.2,False,True,False,False,False,12.611541086966115
Licá,2014,300000,184031,30,71,49.2,72.25,66.0,0.0,0.995,11.5,0,4,0,142.0,49.2,False,True,False,False,False,12.611541086966115
Licá,2015,300000,184031,30,71,49.2,72.25,66.0,0.0,0.995,11.5,0,4,0,142.0,49.2,False,True,False,False,False,12.611541086966115
Licá,2016,300000,184031,30,71,49.2,72.25,66.0,0.0,0.995,11.5,0,4,0,142.0,49.2,False,True,False,False,False,12.611541086966115
Licá,2017,300000,184031,30,71,49.2,72.25,66.0,0.0,0.995,11.5,0,4,0,142.0,49.2,False,True,False,False,False,12.611541086966115
Licá,2018,300000,184031,30,71,49.2,72.25,66.0,0.0,0.995,11.5,0,4,0,142.0,49.2,False,True,False,False,False,12.611541086966115
Licá,2020,300000,184031,30,71,49.2,72.25,66.0,0.0,0.995,11.5,0,4,0,142.0,49.2,False,True,False,False,False,12.611541086966115
Bruno,2009,400000,184120,35,76,48.98,47.25,73.67,0.0,0.961,28.7,0,9,1,1140.0,48.98,False,False,False,True,False,12.899222326086994
Bruno,2011,400000,184120,35,76,48.98,47.25,73.67,0.0,0.961,28.7,0,9,1,1140.0,48.98,False,False,False,True,False,12.899222326086994
Bruno,2012,400000,184120,35,76,48.98,47.25,73.67,0.0,0.961,28.7,0,9,1,1140.0,48.98,False,False,False,True,False,12.899222326086994
Bruno,2019,75000,184120,35,76,48.98,47.25,73.67,0.0,0.961,28.7,0,9,1,1140.0,48.98,False,False,False,True,False,11.225256725762893
Bruno,2020,75000,184120,35,76,48.98,47.25,73.67,0.0,0.961,28.7,0,9,1,1140.0,48.98,False,False,False,True,False,11.225256725762893
Fernando,2015,3000000,184134,32,83,53.58,76.25,77.67,0.0,0.487,60.0,0,6,0,249.0,53.58,False,False,False,True,False,14.914123179965662
Fernando,2016,3000000,184134,32,83,53.58,76.25,77.67,0.0,0.487,60.0,0,6,0,249.0,53.58,False,False,False,True,False,14.914123179965662
Fernando,2019,2500000,184134,32,83,53.58,76.25,77.67,0.0,0.487,60.0,0,6,0,249.0,53.58,False,False,False,True,False,14.731801689838349
Sergio Tejera,2010,500000,184417,30,70,48.46,71.25,66.67,0.0,0.964,20.1,0,4,1,210.0,48.46,False,False,False,True,False,13.122365377402328
Sergio Tejera,2012,500000,184417,30,70,48.46,71.25,66.67,0.0,0.964,20.1,0,4,1,210.0,48.46,False,False,False,True,False,13.122365377402328
Sergio Tejera,2013,500000,184417,30,70,48.46,71.25,66.67,0.0,0.964,20.1,0,4,1,210.0,48.46,False,False,False,True,False,13.122365377402328
Sergio Tejera,2014,500000,184417,30,70,48.46,71.25,66.67,0.0,0.964,20.1,0,4,1,210.0,48.46,False,False,False,True,False,13.122365377402328
Sergio Tejera,2015,500000,184417,30,70,48.46,71.25,66.67,0.0,0.964,20.1,0,4,1,210.0,48.46,False,False,False,True,False,13.122365377402328
Fábio Pacheco,2009,300000,184606,32,75,49.08,73.5,68.0,0.0,0.991,20.5,0,6,0,225.0,49.08,False,False,False,True,False,12.611541086966115
Fábio Pacheco,2010,300000,184606,32,75,49.08,73.5,68.0,0.0,0.991,20.5,0,6,0,225.0,49.08,False,False,False,True,False,12.611541086966115
Fábio Pacheco,2011,300000,184606,32,75,49.08,73.5,68.0,0.0,0.991,20.5,0,6,0,225.0,49.08,False,False,False,True,False,12.611541086966115
Fábio Pacheco,2012,300000,184606,32,75,49.08,73.5,68.0,0.0,0.991,20.5,0,6,0,225.0,49.08,False,False,False,True,False,12.611541086966115
Fábio Pacheco,2015,300000,184606,32,75,49.08,73.5,68.0,0.0,0.991,20.5,0,6,0,225.0,49.08,False,False,False,True,False,12.611541086966115
Fábio Pacheco,2017,300000,184606,32,75,49.08,73.5,68.0,0.0,0.991,20.5,0,6,0,225.0,49.08,False,False,False,True,False,12.611541086966115
Fábio Pacheco,2018,300000,184606,32,75,49.08,73.5,68.0,0.0,0.991,20.5,0,6,0,225.0,49.08,False,False,False,True,False,12.611541086966115
Djalma,2011,100000,184823,32,72,49.84,76.25,68.67,0.0,0.958,12.4,0,6,0,144.0,49.84,False,False,False,True,False,11.51293546492023
Djalma,2012,100000,184823,32,72,49.84,76.25,68.67,0.0,0.958,12.4,0,6,0,144.0,49.84,False,False,False,True,False,11.51293546492023
Djalma,2013,100000,184823,32,72,49.84,76.25,68.67,0.0,0.958,12.4,0,6,0,144.0,49.84,False,False,False,True,False,11.51293546492023
Djalma,2014,100000,184823,32,72,49.84,76.25,68.67,0.0,0.958,12.4,0,6,0,144.0,49.84,False,False,False,True,False,11.51293546492023
Djalma,2015,100000,184823,32,72,49.84,76.25,68.67,0.0,0.958,12.4,0,6,0,144.0,49.84,False,False,False,True,False,11.51293546492023
Djalma,2020,100000,184823,32,72,49.84,76.25,68.67,0.0,0.958,12.4,0,6,0,144.0,49.84,False,False,False,True,False,11.51293546492023
Adrien Silva,2010,3000000,184826,31,76,51.42,59.0,73.0,0.332,0.947,21.3,0,5,0,228.0,53.127,False,False,False,True,False,14.914123179965662
Adrien Silva,2012,3000000,184826,31,76,51.42,59.0,73.0,0.332,0.947,21.3,0,5,0,228.0,53.127,False,False,False,True,False,14.914123179965662
Adrien Silva,2017,3000000,184826,31,76,51.42,59.0,73.0,0.332,0.947,21.3,0,5,0,228.0,53.127,False,False,False,True,False,14.914123179965662
Adrien Silva,2018,3000000,184826,31,76,51.42,59.0,73.0,0.332,0.947,21.3,0,5,0,228.0,53.127,False,False,False,True,False,14.914123179965662
Adrien Silva,2020,3000000,184826,31,76,51.42,59.0,73.0,0.332,0.947,21.3,0,5,0,228.0,53.127,False,False,False,True,False,14.914123179965662
Wellington,2009,450000,184845,31,69,44.9,72.5,69.0,0.0,0.867,74.0,0,5,0,276.0,44.9,False,True,False,False,False,13.017005083966255
Wellington,2010,450000,184845,31,69,44.9,72.5,69.0,0.0,0.867,74.0,0,5,0,276.0,44.9,False,True,False,False,False,13.017005083966255
Wellington,2011,450000,184845,31,69,44.9,72.5,69.0,0.0,0.867,74.0,0,5,0,276.0,44.9,False,True,False,False,False,13.017005083966255
Wellington,2012,450000,184845,31,69,44.9,72.5,69.0,0.0,0.867,74.0,0,5,0,276.0,44.9,False,True,False,False,False,13.017005083966255
Alan Kardec,2009,1500000,184858,31,76,51.3,80.0,75.67,0.0,0.882,87.2,0,5,0,304.0,51.3,False,True,False,False,False,14.220976332738882
Alan Kardec,2011,1500000,184858,31,76,51.3,80.0,75.67,0.0,0.882,87.2,0,5,0,304.0,51.3,False,True,False,False,False,14.220976332738882
Alan Kardec,2012,1500000,184858,31,76,51.3,80.0,75.67,0.0,0.882,87.2,0,5,0,304.0,51.3,False,True,False,False,False,14.220976332738882
Alan Kardec,2013,1500000,184858,31,76,51.3,80.0,75.67,0.0,0.882,87.2,0,5,0,304.0,51.3,False,True,False,False,False,14.220976332738882
Alan Kardec,2014,1500000,184858,31,76,51.3,80.0,75.67,0.0,0.882,87.2,0,5,0,304.0,51.3,False,True,False,False,False,14.220976332738882
Fabiano,2011,600000,184926,30,73,37.0,60.25,23.67,0.0,0.967,24.5,0,4,0,511.0,37.0,False,False,True,False,False,13.304686600863562
Fabiano,2012,600000,184926,30,73,37.0,60.25,23.67,0.0,0.967,24.5,0,4,0,511.0,37.0,False,False,True,False,False,13.304686600863562
Fabiano,2015,600000,184926,30,73,37.0,60.25,23.67,0.0,0.967,24.5,0,4,0,511.0,37.0,False,False,True,False,False,13.304686600863562
Fabiano,2017,600000,184926,30,73,37.0,60.25,23.67,0.0,0.967,24.5,0,4,0,511.0,37.0,False,False,True,False,False,13.304686600863562
Fabiano,2019,600000,184926,30,73,37.0,60.25,23.67,0.0,0.967,24.5,0,4,0,511.0,37.0,False,False,True,False,False,13.304686600863562
Fabiano,2020,500000,184926,30,73,37.0,60.25,23.67,0.0,0.967,24.5,0,4,0,511.0,37.0,False,False,True,False,False,13.122365377402328
Ramires,2009,800000,184943,31,80,54.0,78.25,76.0,-0.043,0.983,25.0,0,5,0,0.0,53.768,False,False,False,True,False,13.592368256649284
Ramires,2010,800000,184943,31,80,54.0,78.25,76.0,-0.043,0.983,25.0,0,5,0,0.0,53.768,False,False,False,True,False,13.592368256649284
Ramires,2015,800000,184943,31,80,54.0,78.25,76.0,-0.043,0.983,25.0,0,5,0,0.0,53.768,False,False,False,True,False,13.592368256649284
Mariano,2011,700000,184949,33,77,52.24,77.25,73.0,0.0,0.954,18.5,0,7,0,231.0,52.24,True,False,False,False,False,13.45883704259595
Mariano,2015,700000,184949,33,77,52.24,77.25,73.0,0.0,0.954,18.5,0,7,0,231.0,52.24,True,False,False,False,False,13.45883704259595
Mariano,2017,700000,184949,33,77,52.24,77.25,73.0,0.0,0.954,18.5,0,7,0,231.0,52.24,True,False,False,False,False,13.45883704259595
Maurício,2013,350000,184999,30,76,52.3,75.25,74.33,0.0,0.915,27.1,0,4,0,228.0,52.3,False,False,False,True,False,12.765691290604371
Maurício,2014,350000,184999,30,76,52.3,75.25,74.33,0.0,0.915,27.1,0,4,0,228.0,52.3,False,False,False,True,False,12.765691290604371
Maurício,2015,350000,184999,30,76,52.3,75.25,74.33,0.0,0.915,27.1,0,4,0,228.0,52.3,False,False,False,True,False,12.765691290604371
Maurício,2016,350000,184999,30,76,52.3,75.25,74.33,0.0,0.915,27.1,0,4,0,228.0,52.3,False,False,False,True,False,12.765691290604371
Maurício,2017,350000,184999,30,76,52.3,75.25,74.33,0.0,0.915,27.1,0,4,0,228.0,52.3,False,False,False,True,False,12.765691290604371
Maurício,2018,350000,184999,30,76,52.3,75.25,74.33,0.0,0.915,27.1,0,4,0,228.0,52.3,False,False,False,True,False,12.765691290604371
Thiago Neves,2009,600000,185000,29,77,53.16,75.5,78.33,0.0,0.998,7.0,0,3,1,231.0,53.16,False,False,False,True,False,13.304686600863562
José Callejón,2011,1500000,185020,33,84,56.92,74.25,74.33,0.0,0.995,7.3,0,7,0,588.0,56.92,False,False,False,True,False,14.220976332738882
José Callejón,2013,1500000,185020,33,84,56.92,74.25,74.33,0.0,0.995,7.3,0,7,0,588.0,56.92,False,False,False,True,False,14.220976332738882
José Callejón,2020,1500000,185020,33,84,56.92,74.25,74.33,0.0,0.995,7.3,0,7,0,588.0,56.92,False,False,False,True,False,14.220976332738882
Mikel San José,2009,1000000,185132,31,77,48.4,68.0,80.67,0.0,0.942,25.7,0,5,0,154.0,48.4,False,False,False,True,False,13.815511557963774
Mikel San José,2010,1000000,185132,31,77,48.4,68.0,80.67,0.0,0.942,25.7,0,5,0,154.0,48.4,False,False,False,True,False,13.815511557963774
Mikel San José,2020,1000000,185132,31,77,48.4,68.0,80.67,0.0,0.942,25.7,0,5,0,154.0,48.4,False,False,False,True,False,13.815511557963774
Luiz Gustavo,2010,3600000,185221,32,80,51.06,76.0,75.0,0.0,0.875,36.9,0,6,1,320.0,51.06,False,False,False,True,False,15.096444681204078
Luiz Gustavo,2013,3600000,185221,32,80,51.06,76.0,75.0,0.0,0.875,36.9,0,6,1,320.0,51.06,False,False,False,True,False,15.096444681204078
Luiz Gustavo,2017,3600000,185221,32,80,51.06,76.0,75.0,0.0,0.875,36.9,0,6,1,320.0,51.06,False,False,False,True,False,15.096444681204078
Luiz Gustavo,2019,3600000,185221,32,80,51.06,76.0,75.0,0.0,0.875,36.9,0,6,1,320.0,51.06,False,False,False,True,False,15.096444681204078
Juan Cala,2010,900000,186519,30,72,46.8,74.75,70.67,0.0,0.89,69.7,0,4,0,360.0,46.8,True,False,False,False,False,13.710151153416941
Juan Cala,2011,900000,186519,30,72,46.8,74.75,70.67,0.0,0.89,69.7,0,4,0,360.0,46.8,True,False,False,False,False,13.710151153416941
Juan Cala,2013,900000,186519,30,72,46.8,74.75,70.67,0.0,0.89,69.7,0,4,0,360.0,46.8,True,False,False,False,False,13.710151153416941
Juan Cala,2014,900000,186519,30,72,46.8,74.75,70.67,0.0,0.89,69.7,0,4,0,360.0,46.8,True,False,False,False,False,13.710151153416941
Juan Cala,2015,900000,186519,30,72,46.8,74.75,70.67,0.0,0.89,69.7,0,4,0,360.0,46.8,True,False,False,False,False,13.710151153416941
Juan Cala,2017,900000,186519,30,72,46.8,74.75,70.67,0.0,0.89,69.7,0,4,0,360.0,46.8,True,False,False,False,False,13.710151153416941
Marcos Paulo,2010,100000,186568,25,69,47.34,69.25,69.67,0.453,0.911,79.2,1,-1,0,207.0,49.485,False,False,False,True,False,11.51293546492023
Marcos Paulo,2012,100000,186568,25,69,47.34,69.25,69.67,0.453,0.911,79.2,1,-1,0,207.0,49.485,False,False,False,True,False,11.51293546492023
Marcos Paulo,2015,100000,186568,25,69,47.34,69.25,69.67,0.453,0.911,79.2,1,-1,0,207.0,49.485,False,False,False,True,False,11.51293546492023
Marcos Paulo,2021,9000000,186568,25,69,47.34,69.25,69.67,0.453,0.911,79.2,1,-1,0,207.0,49.485,False,False,False,True,False,16.012735246411598
Raúl Fernández,2010,200000,186680,32,70,36.46,53.0,29.67,0.0,0.787,135.0,0,6,0,210.0,36.46,False,False,True,False,False,12.206077645517674
Raúl Fernández,2011,125000,186680,32,70,36.46,53.0,29.67,0.0,0.787,135.0,0,6,0,210.0,36.46,False,False,True,False,False,11.736077016252437
Raúl Fernández,2012,125000,186680,32,70,36.46,53.0,29.67,0.0,0.787,135.0,0,6,0,210.0,36.46,False,False,True,False,False,11.736077016252437
Raúl Fernández,2013,200000,186680,32,70,36.46,53.0,29.67,0.0,0.787,135.0,0,6,0,210.0,36.46,False,False,True,False,False,12.206077645517674
Raúl Fernández,2014,200000,186680,32,70,36.46,53.0,29.67,0.0,0.787,135.0,0,6,0,210.0,36.46,False,False,True,False,False,12.206077645517674
Raúl Fernández,2018,200000,186680,32,70,36.46,53.0,29.67,0.0,0.787,135.0,0,6,0,210.0,36.46,False,False,True,False,False,12.206077645517674
Kiko Olivas,2017,1000000,186684,31,75,46.46,71.0,69.67,0.0,0.909,134.7,0,5,0,375.0,46.46,True,False,False,False,False,13.815511557963774
Douglas,2013,225000,187570,36,77,39.32,55.0,33.67,0.0,0.705,42.4,0,10,0,693.0,39.32,False,False,True,False,False,12.323860125621126
Douglas,2014,50000,187570,36,77,39.32,55.0,33.67,0.0,0.705,42.4,0,10,0,693.0,39.32,False,False,True,False,False,10.819798284210286
Douglas,2016,50000,187570,36,77,39.32,55.0,33.67,0.0,0.705,42.4,0,10,0,693.0,39.32,False,False,True,False,False,10.819798284210286
Douglas,2017,50000,187570,36,77,39.32,55.0,33.67,0.0,0.705,42.4,0,10,0,693.0,39.32,False,False,True,False,False,10.819798284210286
Douglas,2018,50000,187570,36,77,39.32,55.0,33.67,0.0,0.705,42.4,0,10,0,693.0,39.32,False,False,True,False,False,10.819798284210286
Douglas,2019,50000,187570,36,77,39.32,55.0,33.67,0.0,0.705,42.4,0,10,0,693.0,39.32,False,False,True,False,False,10.819798284210286
Thiago Carleto,2009,400000,187572,29,70,47.9,71.75,66.33,0.0,0.933,150.0,0,3,1,140.0,47.9,True,False,False,False,False,12.899222326086994
Thiago Carleto,2016,400000,187572,29,70,47.9,71.75,66.33,0.0,0.933,150.0,0,3,1,140.0,47.9,True,False,False,False,False,12.899222326086994
Rafael Tolói,2013,15000000,187598,29,77,48.42,66.5,73.0,0.0,0.927,21.6,0,3,0,616.0,48.42,True,False,False,False,False,16.52356082573315
Rafael Tolói,2014,15000000,187598,29,77,48.42,66.5,73.0,0.0,0.927,21.6,0,3,0,616.0,48.42,True,False,False,False,False,16.52356082573315
Rafael Tolói,2015,15000000,187598,29,77,48.42,66.5,73.0,0.0,0.927,21.6,0,3,0,616.0,48.42,True,False,False,False,False,16.52356082573315
Ganso,2016,800000,187688,28,75,50.36,47.0,71.33,0.0,0.928,64.2,1,2,1,300.0,50.36,False,False,False,True,False,13.592368256649284
Ganso,2018,800000,187688,28,75,50.36,47.0,71.33,0.0,0.928,64.2,1,2,1,300.0,50.36,False,False,False,True,False,13.592368256649284
Wanderson,2015,9000000,187896,33,66,45.48,57.25,68.0,0.0,0.827,51.3,0,7,0,66.0,45.48,False,False,False,True,False,16.012735246411598
Paulinho,2012,500000,187961,31,83,56.4,85.0,83.33,0.0,0.0,65.4,0,5,0,332.0,56.4,False,False,False,True,False,13.122365377402328
Paulinho,2013,5000000,187961,31,83,56.4,85.0,83.33,0.0,0.0,65.4,0,5,0,332.0,56.4,False,False,False,True,False,15.424948670398354
Paulinho,2015,5000000,187961,31,83,56.4,85.0,83.33,0.0,0.0,65.4,0,5,0,332.0,56.4,False,False,False,True,False,15.424948670398354
Paulinho,2016,500000,187961,31,83,56.4,85.0,83.33,0.0,0.0,65.4,0,5,0,332.0,56.4,False,False,False,True,False,13.122365377402328
Paulinho,2017,5000000,187961,31,83,56.4,85.0,83.33,0.0,0.0,65.4,0,5,0,332.0,56.4,False,False,False,True,False,15.424948670398354
Paulinho,2018,5000000,187961,31,83,56.4,85.0,83.33,0.0,0.0,65.4,0,5,0,332.0,56.4,False,False,False,True,False,15.424948670398354
Paulinho,2019,1000000,187961,31,83,56.4,85.0,83.33,0.0,0.0,65.4,0,5,0,332.0,56.4,False,False,False,True,False,13.815511557963774
Paulinho,2020,13000000,187961,31,83,56.4,85.0,83.33,0.0,0.0,65.4,0,5,0,332.0,56.4,False,False,False,True,False,16.380459992348886
Paulinho,2021,1000000,187961,31,83,56.4,85.0,83.33,0.0,0.0,65.4,0,5,0,332.0,56.4,False,False,False,True,False,13.815511557963774
Oscar,2012,18000000,188152,28,83,57.0,75.0,75.0,0.388,0.927,40.6,1,2,0,581.0,59.212,False,False,False,True,False,16.705882371415992
Oscar,2016,18000000,188152,28,83,57.0,75.0,75.0,0.388,0.927,40.6,1,2,0,581.0,59.212,False,False,False,True,False,16.705882371415992
Diogo Viana,2009,300000,188313,30,75,51.62,66.5,68.33,0.0,0.987,29.5,0,4,0,150.0,51.62,True,False,False,False,False,12.611541086966115
Diogo Viana,2010,300000,188313,30,75,51.62,66.5,68.33,0.0,0.987,29.5,0,4,0,150.0,51.62,True,False,False,False,False,12.611541086966115
Diogo Viana,2011,300000,188313,30,75,51.62,66.5,68.33,0.0,0.987,29.5,0,4,0,150.0,51.62,True,False,False,False,False,12.611541086966115
Diogo Viana,2013,300000,188313,30,75,51.62,66.5,68.33,0.0,0.987,29.5,0,4,0,150.0,51.62,True,False,False,False,False,12.611541086966115
Diogo Viana,2018,300000,188313,30,75,51.62,66.5,68.33,0.0,0.987,29.5,0,4,0,150.0,51.62,True,False,False,False,False,12.611541086966115
Diogo Viana,2019,300000,188313,30,75,51.62,66.5,68.33,0.0,0.987,29.5,0,4,0,150.0,51.62,True,False,False,False,False,12.611541086966115
Diogo Viana,2020,300000,188313,30,75,51.62,66.5,68.33,0.0,0.987,29.5,0,4,0,150.0,51.62,True,False,False,False,False,12.611541086966115
Wallace,2014,2500000,188370,31,73,45.06,58.5,67.67,0.0,0.9,27.8,0,5,0,146.0,45.06,True,False,False,False,False,14.731801689838349
Wallace,2016,2500000,188370,31,73,45.06,58.5,67.67,0.0,0.9,27.8,0,5,0,146.0,45.06,True,False,False,False,False,14.731801689838349
Wallace,2019,2500000,188370,31,73,45.06,58.5,67.67,0.0,0.9,27.8,0,5,0,146.0,45.06,True,False,False,False,False,14.731801689838349
Wallace,2020,2500000,188370,31,73,45.06,58.5,67.67,0.0,0.9,27.8,0,5,0,146.0,45.06,True,False,False,False,False,14.731801689838349
Dani Pacheco,2009,200000,188554,29,70,49.5,69.0,61.0,0.0,0.947,39.0,0,3,0,210.0,49.5,False,False,False,True,False,12.206077645517674
Dani Pacheco,2010,200000,188554,29,70,49.5,69.0,61.0,0.0,0.947,39.0,0,3,0,210.0,49.5,False,False,False,True,False,12.206077645517674
Dani Pacheco,2011,200000,188554,29,70,49.5,69.0,61.0,0.0,0.947,39.0,0,3,0,210.0,49.5,False,False,False,True,False,12.206077645517674
Dani Pacheco,2012,200000,188554,29,70,49.5,69.0,61.0,0.0,0.947,39.0,0,3,0,210.0,49.5,False,False,False,True,False,12.206077645517674
Dani Pacheco,2013,200000,188554,29,70,49.5,69.0,61.0,0.0,0.947,39.0,0,3,0,210.0,49.5,False,False,False,True,False,12.206077645517674
